"","ID","ID.CapDate","X","Y","Capture.date","Grid","year","Sex","Age","EappInt","HpolINF","PropOnGrid_10","NoNemInf_10","NoNemUninf_10","NemPrev_10","NoNemTotal_10","NoEimInf_10","NoEimUninf_10","EimPrev_10","NoEimTotal_10","PropOnGrid_14.1","NoNemInf_14.1","NoNemUninf_14.1","NemPrev_14.1","NoNemTotal_14.1","NoEimInf_14.1","NoEimUninf_14.1","EimPrev_14.1","NoEimTotal_14.1","PropOnGrid_20","NoNemInf_20","NoNemUninf_20","NemPrev_20","NoNemTotal_20","NoEimInf_20","NoEimUninf_20","EimPrev_20","NoEimTotal_20","PropOnGrid_22.4","NoNemInf_22.4","NoNemUninf_22.4","NemPrev_22.4","NoNemTotal_22.4","NoEimInf_22.4","NoEimUninf_22.4","EimPrev_22.4","NoEimTotal_22.4","PropOnGrid_28.3","NoNemInf_28.3","NoNemUninf_28.3","NemPrev_28.3","NoNemTotal_28.3","NoEimInf_28.3","NoEimUninf_28.3","EimPrev_28.3","NoEimTotal_28.3","PropOnGrid_30","NoNemInf_30","NoNemUninf_30","NemPrev_30","NoNemTotal_30","NoEimInf_30","NoEimUninf_30","EimPrev_30","NoEimTotal_30","PropOnGrid_31.6","NoNemInf_31.6","NoNemUninf_31.6","NemPrev_31.6","NoNemTotal_31.6","NoEimInf_31.6","NoEimUninf_31.6","EimPrev_31.6","NoEimTotal_31.6","PropOnGrid_36.1","NoNemInf_36.1","NoNemUninf_36.1","NemPrev_36.1","NoNemTotal_36.1","NoEimInf_36.1","NoEimUninf_36.1","EimPrev_36.1","NoEimTotal_36.1","PropOnGrid_40","NoNemInf_40","NoNemUninf_40","NemPrev_40","NoNemTotal_40","NoEimInf_40","NoEimUninf_40","EimPrev_40","NoEimTotal_40","PropOnGrid_50","NoNemInf_50","NoNemUninf_50","NemPrev_50","NoNemTotal_50","NoEimInf_50","NoEimUninf_50","EimPrev_50","NoEimTotal_50"
"251",79784299,"79784299-2012-09-28",80,70,"2012-09-28","HA1",2012,"F","NotAdult",638.095238095238,0,0,2,3,0.4,5,1,4,0.2,5,0,2,7,0.222222222222222,9,2,7,0.222222222222222,9,0,2,11,0.153846153846154,13,2,11,0.153846153846154,13,0,2,18,0.1,20,5,15,0.25,20,0,2,22,0.0833333333333333,24,6,18,0.25,24,0,2,25,0.0740740740740741,27,6,21,0.222222222222222,27,0,4,26,0.133333333333333,30,7,23,0.233333333333333,30,0,5,33,0.131578947368421,38,10,28,0.263157894736842,38,0,5,33,0.131578947368421,38,10,28,0.263157894736842,38,0,10,45,0.181818181818182,55,14,41,0.254545454545455,55
"256",79617035,"79617035-2012-10-09",100,0,"2012-10-09","HA1",2012,"F","Adult",54857.1428571429,0,0,1,1,0.5,2,1,1,0.5,2,0,1,1,0.5,2,1,1,0.5,2,0,1,3,0.25,4,1,3,0.25,4,0,1,3,0.25,4,1,3,0.25,4,0,1,5,0.166666666666667,6,1,5,0.166666666666667,6,0,2,7,0.222222222222222,9,1,8,0.111111111111111,9,0,3,8,0.272727272727273,11,1,10,0.0909090909090909,11,0,3,9,0.25,12,1,11,0.0833333333333333,12,0,3,11,0.214285714285714,14,1,13,0.0714285714285714,14,0,5,16,0.238095238095238,21,3,18,0.142857142857143,21
"258",79775849,"79775849-2012-10-09",100,40,"2012-10-09","HA1",2012,"F","Adult",60.7142857142857,0,0,1,4,0.2,5,0,5,0,5,0,2,6,0.25,8,1,7,0.125,8,0,2,9,0.181818181818182,11,1,10,0.0909090909090909,11,0,2,11,0.153846153846154,13,1,12,0.0769230769230769,13,0,2,13,0.133333333333333,15,1,14,0.0666666666666667,15,0,4,15,0.210526315789474,19,3,16,0.157894736842105,19,0,5,16,0.238095238095238,21,3,18,0.142857142857143,21,0,5,19,0.208333333333333,24,5,19,0.208333333333333,24,0,6,21,0.222222222222222,27,5,22,0.185185185185185,27,0,7,33,0.175,40,7,33,0.175,40
"264",79790568,"79790568-2012-10-09",90,80,"2012-10-09","HA1",2012,"M","Adult",38.0952380952381,0,0,2,3,0.4,5,0,5,0,5,0,2,9,0.181818181818182,11,2,9,0.181818181818182,11,0,2,11,0.153846153846154,13,2,11,0.153846153846154,13,0,2,18,0.1,20,3,17,0.15,20,0,2,19,0.0952380952380952,21,4,17,0.19047619047619,21,0,2,21,0.0869565217391304,23,6,17,0.260869565217391,23,0,2,24,0.0769230769230769,26,6,20,0.230769230769231,26,0,2,27,0.0689655172413793,29,8,21,0.275862068965517,29,0,2,27,0.0689655172413793,29,8,21,0.275862068965517,29,0,6,34,0.15,40,10,30,0.25,40
"270",79630840,"79630840-2012-10-09",70,70,"2012-10-09","HA1",2012,"F","NotAdult",35200,0,0,0,5,0,5,2,3,0.4,5,0,0,8,0,8,4,4,0.5,8,0,1,12,0.0769230769230769,13,5,8,0.384615384615385,13,0,2,17,0.105263157894737,19,6,13,0.315789473684211,19,0,3,19,0.136363636363636,22,7,15,0.318181818181818,22,0,4,21,0.16,25,8,17,0.32,25,0,5,28,0.151515151515152,33,10,23,0.303030303030303,33,0,5,34,0.128205128205128,39,12,27,0.307692307692308,39,0,5,34,0.128205128205128,39,12,27,0.307692307692308,39,0,8,46,0.148148148148148,54,15,39,0.277777777777778,54
"273",79786569,"79786569-2012-10-09",60,70,"2012-10-09","HA1",2012,"M","Adult",61800,0,0,0,5,0,5,2,3,0.4,5,0,1,6,0.142857142857143,7,4,3,0.571428571428571,7,0,1,8,0.111111111111111,9,5,4,0.555555555555556,9,0,1,16,0.0588235294117647,17,7,10,0.411764705882353,17,0,1,19,0.05,20,8,12,0.4,20,0,3,20,0.130434782608696,23,9,14,0.391304347826087,23,0,4,25,0.137931034482759,29,11,18,0.379310344827586,29,0,5,30,0.142857142857143,35,12,23,0.342857142857143,35,0,5,32,0.135135135135135,37,12,25,0.324324324324324,37,0,8,49,0.140350877192982,57,16,41,0.280701754385965,57
"274",79781605,"79781605-2012-10-09",60,40,"2012-10-09","HA1",2012,"F","Adult",12600,0,0,2,0,1,2,1,1,0.5,2,0,2,2,0.5,4,1,3,0.25,4,0,3,5,0.375,8,2,6,0.25,8,0,6,8,0.428571428571429,14,4,10,0.285714285714286,14,0,6,11,0.352941176470588,17,5,12,0.294117647058824,17,0,6,14,0.3,20,5,15,0.25,20,0,7,19,0.269230769230769,26,6,20,0.230769230769231,26,0,7,24,0.225806451612903,31,8,23,0.258064516129032,31,0,7,28,0.2,35,10,25,0.285714285714286,35,0,10,45,0.181818181818182,55,12,43,0.218181818181818,55
"292",67006795,"67006795-2012-10-09",20,40,"2012-10-09","HA1",2012,"M","Adult",4844.44444444444,0,0,0,3,0,3,1,2,0.333333333333333,3,0,0,5,0,5,1,4,0.2,5,0,0,6,0,6,1,5,0.166666666666667,6,0,3,11,0.214285714285714,14,2,12,0.142857142857143,14,0,3,16,0.157894736842105,19,4,15,0.210526315789474,19,0,3,16,0.157894736842105,19,4,15,0.210526315789474,19,0,3,19,0.136363636363636,22,4,18,0.181818181818182,22,0,5,22,0.185185185185185,27,5,22,0.185185185185185,27,0,6,22,0.214285714285714,28,5,23,0.178571428571429,28,0,9,36,0.2,45,8,37,0.177777777777778,45
"295",79769626,"79769626-2012-10-09",40,80,"2012-10-09","HA1",2012,"F","Adult",16933.3333333333,0,0,0,2,0,2,1,1,0.5,2,0,0,2,0,2,1,1,0.5,2,0,0,5,0,5,3,2,0.6,5,0,1,13,0.0714285714285714,14,7,7,0.5,14,0,1,16,0.0588235294117647,17,9,8,0.529411764705882,17,0,1,18,0.0526315789473684,19,9,10,0.473684210526316,19,0,2,28,0.0666666666666667,30,10,20,0.333333333333333,30,0,2,31,0.0606060606060606,33,12,21,0.363636363636364,33,0,3,34,0.0810810810810811,37,12,25,0.324324324324324,37,0,7,45,0.134615384615385,52,15,37,0.288461538461538,52
"300",79639272,"79639272-2012-10-10",0,90,"2012-10-10","HA1",2012,"M","Adult",444.444444444444,0,0,2,6,0.25,8,0,8,0,8,0,2,9,0.181818181818182,11,1,10,0.0909090909090909,11,0,2,13,0.133333333333333,15,1,14,0.0666666666666667,15,0,2,15,0.117647058823529,17,1,16,0.0588235294117647,17,0,2,15,0.117647058823529,17,1,16,0.0588235294117647,17,0,2,16,0.111111111111111,18,1,17,0.0555555555555556,18,0,2,20,0.0909090909090909,22,3,19,0.136363636363636,22,0,2,21,0.0869565217391304,23,3,20,0.130434782608696,23,0,3,23,0.115384615384615,26,5,21,0.192307692307692,26,0,3,34,0.0810810810810811,37,9,28,0.243243243243243,37
"310",67075638,"67075638-2012-10-24",70,60,"2012-10-24","HA1",2012,"F","NotAdult",466.666666666667,0,0,0,4,0,4,3,1,0.75,4,0,1,7,0.125,8,5,3,0.625,8,0,1,12,0.0769230769230769,13,7,6,0.538461538461538,13,0,2,16,0.111111111111111,18,9,9,0.5,18,0,2,19,0.0952380952380952,21,10,11,0.476190476190476,21,0,3,25,0.107142857142857,28,11,17,0.392857142857143,28,0,3,29,0.09375,32,12,20,0.375,32,0,3,39,0.0714285714285714,42,14,28,0.333333333333333,42,0,3,45,0.0625,48,16,32,0.333333333333333,48,0,4,68,0.0555555555555556,72,20,52,0.277777777777778,72
"314",79770053,"79770053-2012-10-25",10,20,"2012-10-25","HA1",2012,"M","Adult",11.7647058823529,0,0,0,9,0,9,0,9,0,9,0,3,17,0.15,20,1,19,0.05,20,0,3,19,0.136363636363636,22,1,21,0.0454545454545455,22,0,5,26,0.161290322580645,31,2,29,0.0645161290322581,31,0,5,29,0.147058823529412,34,2,32,0.0588235294117647,34,0,5,31,0.138888888888889,36,3,33,0.0833333333333333,36,0,6,32,0.157894736842105,38,4,34,0.105263157894737,38,0,6,33,0.153846153846154,39,4,35,0.102564102564103,39,0,6,34,0.15,40,4,36,0.1,40,0,9,46,0.163636363636364,55,4,51,0.0727272727272727,55
"356",79792086,"79792086-2012-10-25",100,10,"2012-10-25","HA1",2012,"F","NotAdult",40,0,0,0,9,0,9,2,7,0.222222222222222,9,0,0,10,0,10,2,8,0.2,10,0,0,11,0,11,2,9,0.181818181818182,11,0,0,14,0,14,2,12,0.142857142857143,14,0,0,15,0,15,2,13,0.133333333333333,15,0,1,19,0.05,20,3,17,0.15,20,0,1,24,0.04,25,4,21,0.16,25,0,2,26,0.0714285714285714,28,4,24,0.142857142857143,28,0,3,26,0.103448275862069,29,5,24,0.172413793103448,29,0,4,37,0.0975609756097561,41,8,33,0.195121951219512,41
"372",79782524,"79782524-2012-11-07",80,70,"2012-11-07","HA1",2012,"F","Adult",5719.14893617021,0,0,0,2,0,2,0,2,0,2,0,0,5,0,5,1,4,0.2,5,0,0,8,0,8,1,7,0.125,8,0,0,11,0,11,1,10,0.0909090909090909,11,0,2,15,0.117647058823529,17,1,16,0.0588235294117647,17,0,2,18,0.1,20,1,19,0.05,20,0,2,25,0.0740740740740741,27,2,25,0.0740740740740741,27,0,2,25,0.0740740740740741,27,2,25,0.0740740740740741,27,0,2,27,0.0689655172413793,29,2,27,0.0689655172413793,29,0,3,40,0.0697674418604651,43,4,39,0.0930232558139535,43
"379",67265276,"67265276-2012-11-08",10,30,"2012-11-08","HA1",2012,"F","Adult",10,1,0,2,4,0.333333333333333,6,1,5,0.166666666666667,6,0,2,10,0.166666666666667,12,1,11,0.0833333333333333,12,0,2,13,0.133333333333333,15,1,14,0.0666666666666667,15,0,4,18,0.181818181818182,22,1,21,0.0454545454545455,22,0,5,19,0.208333333333333,24,1,23,0.0416666666666667,24,0,5,22,0.185185185185185,27,1,26,0.037037037037037,27,0,8,29,0.216216216216216,37,1,36,0.027027027027027,37,0,8,35,0.186046511627907,43,1,42,0.0232558139534884,43,0,10,39,0.204081632653061,49,1,48,0.0204081632653061,49,0,10,50,0.166666666666667,60,2,58,0.0333333333333333,60
"394",79776883,"79776883-2012-11-07",90,80,"2012-11-07","HA1",2012,"M","Adult",7.14285714285714,0,0,0,1,0,1,0,1,0,1,0,2,8,0.2,10,0,10,0,10,0,2,9,0.181818181818182,11,0,11,0,11,0,2,11,0.153846153846154,13,0,13,0,13,0,2,14,0.125,16,1,15,0.0625,16,0,2,14,0.125,16,1,15,0.0625,16,0,2,15,0.117647058823529,17,1,16,0.0588235294117647,17,0,2,17,0.105263157894737,19,1,18,0.0526315789473684,19,0,2,21,0.0869565217391304,23,2,21,0.0869565217391304,23,0,2,28,0.0666666666666667,30,3,27,0.1,30
"395",79630010,"79630010-2012-11-07",20,80,"2012-11-07","HA1",2012,"F","Adult",733.333333333333,0,0,0,6,0,6,0,6,0,6,0,4,11,0.266666666666667,15,1,14,0.0666666666666667,15,0,4,14,0.222222222222222,18,1,17,0.0555555555555556,18,0,5,20,0.2,25,1,24,0.04,25,0,6,23,0.206896551724138,29,3,26,0.103448275862069,29,0,6,26,0.1875,32,4,28,0.125,32,0,7,26,0.212121212121212,33,4,29,0.121212121212121,33,0,7,29,0.194444444444444,36,5,31,0.138888888888889,36,0,7,29,0.194444444444444,36,5,31,0.138888888888889,36,0,8,34,0.19047619047619,42,5,37,0.119047619047619,42
"432",79782524,"79782524-2012-11-21",100,100,"2012-11-21","HA1",2012,"F","Adult",3.2258064516129,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,4,0,4,0,4,0,4,0,1,7,0.125,8,1,7,0.125,8,0,2,7,0.222222222222222,9,2,7,0.222222222222222,9,0,2,8,0.2,10,2,8,0.2,10,0,2,9,0.181818181818182,11,2,9,0.181818181818182,11,0,2,11,0.153846153846154,13,3,10,0.230769230769231,13,0,2,12,0.142857142857143,14,3,11,0.214285714285714,14,0,2,16,0.111111111111111,18,4,14,0.222222222222222,18
"541",66815612,"66815612-2012-08-15",100,90,"2012-08-15","HA1",2012,"F","Adult",5082.35294117647,0,0,0,3,0,3,1,2,0.333333333333333,3,0,0,3,0,3,1,2,0.333333333333333,3,0,0,4,0,4,1,3,0.25,4,0,1,5,0.166666666666667,6,1,5,0.166666666666667,6,0,1,5,0.166666666666667,6,1,5,0.166666666666667,6,0,2,6,0.25,8,3,5,0.375,8,0,2,7,0.222222222222222,9,4,5,0.444444444444444,9,0,2,7,0.222222222222222,9,4,5,0.444444444444444,9,0,3,7,0.3,10,4,6,0.4,10,0,4,10,0.285714285714286,14,6,8,0.428571428571429,14
"627",66879360,"66879360-2012-09-25",30,100,"2012-09-25","HA1",2012,"F","NotAdult",88,0,0,0,6,0,6,1,5,0.166666666666667,6,0,0,6,0,6,1,5,0.166666666666667,6,0,0,6,0,6,1,5,0.166666666666667,6,0,0,6,0,6,1,5,0.166666666666667,6,0,1,8,0.111111111111111,9,2,7,0.222222222222222,9,0,1,15,0.0625,16,5,11,0.3125,16,0,1,17,0.0555555555555556,18,6,12,0.333333333333333,18,0,1,20,0.0476190476190476,21,6,15,0.285714285714286,21,0,1,20,0.0476190476190476,21,6,15,0.285714285714286,21,0,1,25,0.0384615384615385,26,8,18,0.307692307692308,26
"769",79613616,"79613616-2012-10-10",70,50,"2012-10-10","HA1",2012,"F","Adult",13200,0,0,1,2,0.333333333333333,3,2,1,0.666666666666667,3,0,2,5,0.285714285714286,7,4,3,0.571428571428571,7,0,2,10,0.166666666666667,12,6,6,0.5,12,0,3,16,0.157894736842105,19,9,10,0.473684210526316,19,0,5,17,0.227272727272727,22,9,13,0.409090909090909,22,0,5,21,0.192307692307692,26,10,16,0.384615384615385,26,0,6,33,0.153846153846154,39,13,26,0.333333333333333,39,0,9,39,0.1875,48,15,33,0.3125,48,0,9,44,0.169811320754717,53,16,37,0.30188679245283,53,0,12,66,0.153846153846154,78,24,54,0.307692307692308,78
"785",79618812,"79618812-2012-08-29",90,70,"2012-08-29","HA1",2012,"M","Adult",11845.1612903226,1,0,0,3,0,3,1,2,0.333333333333333,3,0,0,7,0,7,3,4,0.428571428571429,7,0,0,8,0,8,4,4,0.5,8,0,0,12,0,12,7,5,0.583333333333333,12,0,0,12,0,12,7,5,0.583333333333333,12,0,0,13,0,13,7,6,0.538461538461538,13,0,0,15,0,15,8,7,0.533333333333333,15,0,0,16,0,16,8,8,0.5,16,0,0,17,0,17,8,9,0.470588235294118,17,0,2,22,0.0833333333333333,24,10,14,0.416666666666667,24
"786",79618812,"79618812-2012-08-30",70,60,"2012-08-30","HA1",2012,"M","Adult",131.884057971014,1,0,0,2,0,2,0,2,0,2,0,0,3,0,3,1,2,0.333333333333333,3,0,0,4,0,4,2,2,0.5,4,0,1,7,0.125,8,6,2,0.75,8,0,1,13,0.0714285714285714,14,7,7,0.5,14,0,1,15,0.0625,16,7,9,0.4375,16,0,2,17,0.105263157894737,19,9,10,0.473684210526316,19,0,2,24,0.0769230769230769,26,13,13,0.5,26,0,2,25,0.0740740740740741,27,13,14,0.481481481481481,27,0,6,38,0.136363636363636,44,16,28,0.363636363636364,44
"831",79631102,"79631102-2012-12-20",20,10,"2012-12-20","HA1",2012,"F","Adult",62.135922330097,1,0,3,2,0.6,5,0,5,0,5,0,8,4,0.666666666666667,12,1,11,0.0833333333333333,12,0,11,6,0.647058823529412,17,1,16,0.0588235294117647,17,0,13,9,0.590909090909091,22,1,21,0.0454545454545455,22,0,14,9,0.608695652173913,23,1,22,0.0434782608695652,23,0,14,10,0.583333333333333,24,1,23,0.0416666666666667,24,0,17,11,0.607142857142857,28,1,27,0.0357142857142857,28,0,17,12,0.586206896551724,29,1,28,0.0344827586206897,29,0,20,12,0.625,32,2,30,0.0625,32,0,23,17,0.575,40,2,38,0.05,40
"836",79632292,"79632292-2012-10-09",40,10,"2012-10-09","HA1",2012,"M","Adult",1527.27272727273,1,0,0,0,NA,0,0,0,NA,0,0,1,5,0.166666666666667,6,1,5,0.166666666666667,6,0,2,6,0.25,8,1,7,0.125,8,0,3,7,0.3,10,1,9,0.1,10,0,3,8,0.272727272727273,11,1,10,0.0909090909090909,11,0,3,9,0.25,12,1,11,0.0833333333333333,12,0,4,12,0.25,16,1,15,0.0625,16,0,5,14,0.263157894736842,19,2,17,0.105263157894737,19,0,5,16,0.238095238095238,21,2,19,0.0952380952380952,21,0,6,30,0.166666666666667,36,5,31,0.138888888888889,36
"951",84587833,"84587833-2012-08-29",90,60,"2012-08-29","HA1",2012,"F","Adult",31.25,0,0,0,2,0,2,1,1,0.5,2,0,0,3,0,3,2,1,0.666666666666667,3,0,0,6,0,6,2,4,0.333333333333333,6,0,0,9,0,9,4,5,0.444444444444444,9,0,0,9,0,9,4,5,0.444444444444444,9,0,0,11,0,11,5,6,0.454545454545455,11,0,1,13,0.0714285714285714,14,7,7,0.5,14,0,1,14,0.0666666666666667,15,8,7,0.533333333333333,15,0,1,15,0.0625,16,8,8,0.5,16,0,1,25,0.0384615384615385,26,11,15,0.423076923076923,26
