"","ID","ID.CapDate","X","Y","Capture.date","Grid","year","Sex","Age","EhungInt","HpolINF","PropOnGrid_10","NoNemInf_10","NoNemUninf_10","NemPrev_10","NoNemTotal_10","NoEimInf_10","NoEimUninf_10","EimPrev_10","NoEimTotal_10","PropOnGrid_14.1","NoNemInf_14.1","NoNemUninf_14.1","NemPrev_14.1","NoNemTotal_14.1","NoEimInf_14.1","NoEimUninf_14.1","EimPrev_14.1","NoEimTotal_14.1","PropOnGrid_20","NoNemInf_20","NoNemUninf_20","NemPrev_20","NoNemTotal_20","NoEimInf_20","NoEimUninf_20","EimPrev_20","NoEimTotal_20","PropOnGrid_22.4","NoNemInf_22.4","NoNemUninf_22.4","NemPrev_22.4","NoNemTotal_22.4","NoEimInf_22.4","NoEimUninf_22.4","EimPrev_22.4","NoEimTotal_22.4","PropOnGrid_28.3","NoNemInf_28.3","NoNemUninf_28.3","NemPrev_28.3","NoNemTotal_28.3","NoEimInf_28.3","NoEimUninf_28.3","EimPrev_28.3","NoEimTotal_28.3","PropOnGrid_30","NoNemInf_30","NoNemUninf_30","NemPrev_30","NoNemTotal_30","NoEimInf_30","NoEimUninf_30","EimPrev_30","NoEimTotal_30","PropOnGrid_31.6","NoNemInf_31.6","NoNemUninf_31.6","NemPrev_31.6","NoNemTotal_31.6","NoEimInf_31.6","NoEimUninf_31.6","EimPrev_31.6","NoEimTotal_31.6","PropOnGrid_36.1","NoNemInf_36.1","NoNemUninf_36.1","NemPrev_36.1","NoNemTotal_36.1","NoEimInf_36.1","NoEimUninf_36.1","EimPrev_36.1","NoEimTotal_36.1","PropOnGrid_40","NoNemInf_40","NoNemUninf_40","NemPrev_40","NoNemTotal_40","NoEimInf_40","NoEimUninf_40","EimPrev_40","NoEimTotal_40","PropOnGrid_50","NoNemInf_50","NoNemUninf_50","NemPrev_50","NoNemTotal_50","NoEimInf_50","NoEimUninf_50","EimPrev_50","NoEimTotal_50"
"335",67088839,"67088839-2012-10-23",20,60,"2012-10-23","HA1",2012,"M","Adult",2230.76923076923,0,0,0,7,0,7,1,6,0.142857142857143,7,0,0,9,0,9,2,7,0.222222222222222,9,0,1,14,0.0666666666666667,15,2,13,0.133333333333333,15,0,2,22,0.0833333333333333,24,3,21,0.125,24,0,3,30,0.0909090909090909,33,5,28,0.151515151515152,33,0,4,33,0.108108108108108,37,5,32,0.135135135135135,37,0,5,39,0.113636363636364,44,7,37,0.159090909090909,44,0,6,48,0.111111111111111,54,9,45,0.166666666666667,54,0,6,51,0.105263157894737,57,11,46,0.192982456140351,57,0,10,79,0.112359550561798,89,16,73,0.179775280898876,89
"340",66828572,"66828572-2012-10-23",50,0,"2012-10-23","HA1",2012,"M","Adult",13.7931034482759,0,0,0,1,0,1,0,1,0,1,0,2,2,0.5,4,1,3,0.25,4,0,3,7,0.3,10,1,9,0.1,10,0,5,12,0.294117647058824,17,1,16,0.0588235294117647,17,0,5,16,0.238095238095238,21,1,20,0.0476190476190476,21,0,5,17,0.227272727272727,22,1,21,0.0454545454545455,22,0,6,19,0.24,25,2,23,0.08,25,0,6,23,0.206896551724138,29,2,27,0.0689655172413793,29,0,6,24,0.2,30,2,28,0.0666666666666667,30,0,10,49,0.169491525423729,59,6,53,0.101694915254237,59
"356",79792086,"79792086-2012-10-25",100,10,"2012-10-25","HA1",2012,"F","NotAdult",100,0,0,1,11,0.0833333333333333,12,1,11,0.0833333333333333,12,0,1,12,0.0769230769230769,13,1,12,0.0769230769230769,13,0,2,14,0.125,16,1,15,0.0625,16,0,3,21,0.125,24,2,22,0.0833333333333333,24,0,3,22,0.12,25,3,22,0.12,25,0,4,28,0.125,32,4,28,0.125,32,0,4,35,0.102564102564103,39,4,35,0.102564102564103,39,0,5,38,0.116279069767442,43,4,39,0.0930232558139535,43,0,6,40,0.130434782608696,46,6,40,0.130434782608696,46,0,10,55,0.153846153846154,65,8,57,0.123076923076923,65
"362",79789358,"79789358-2012-10-24",0,60,"2012-10-24","HA1",2012,"M","Adult",50,1,0,2,7,0.222222222222222,9,0,9,0,9,0,3,9,0.25,12,1,11,0.0833333333333333,12,0,4,17,0.19047619047619,21,3,18,0.142857142857143,21,0,4,21,0.16,25,3,22,0.12,25,0,4,24,0.142857142857143,28,3,25,0.107142857142857,28,0,4,33,0.108108108108108,37,4,33,0.108108108108108,37,0,6,40,0.130434782608696,46,6,40,0.130434782608696,46,0,6,46,0.115384615384615,52,7,45,0.134615384615385,52,0,6,52,0.103448275862069,58,7,51,0.120689655172414,58,0,9,74,0.108433734939759,83,14,69,0.168674698795181,83
"404",79789358,"79789358-2012-11-20",10,30,"2012-11-20","HA1",2012,"M","Adult",3031.57894736842,1,0,4,5,0.444444444444444,9,0,9,0,9,0,4,11,0.266666666666667,15,0,15,0,15,0,4,15,0.210526315789474,19,1,18,0.0526315789473684,19,0,6,20,0.230769230769231,26,2,24,0.0769230769230769,26,0,7,22,0.241379310344828,29,2,27,0.0689655172413793,29,0,8,25,0.242424242424242,33,2,31,0.0606060606060606,33,0,11,32,0.255813953488372,43,5,38,0.116279069767442,43,0,11,38,0.224489795918367,49,6,43,0.122448979591837,49,0,13,43,0.232142857142857,56,7,49,0.125,56,0,13,57,0.185714285714286,70,11,59,0.157142857142857,70
"407",66808052,"66808052-2012-11-20",40,20,"2012-11-20","HA1",2012,"M","Adult",231.578947368421,0,0,0,2,0,2,0,2,0,2,0,0,5,0,5,0,5,0,5,0,0,9,0,9,0,9,0,9,0,3,19,0.136363636363636,22,3,19,0.136363636363636,22,0,4,20,0.166666666666667,24,3,21,0.125,24,0,4,27,0.129032258064516,31,4,27,0.129032258064516,31,0,7,32,0.179487179487179,39,5,34,0.128205128205128,39,0,7,37,0.159090909090909,44,5,39,0.113636363636364,44,0,7,40,0.148936170212766,47,5,42,0.106382978723404,47,0,11,67,0.141025641025641,78,12,66,0.153846153846154,78
"431",79797884,"79797884-2012-11-21",100,90,"2012-11-21","HA1",2012,"M","Adult",930.612244897959,0,0,2,5,0.285714285714286,7,0,7,0,7,0,3,8,0.272727272727273,11,1,10,0.0909090909090909,11,0,3,10,0.230769230769231,13,1,12,0.0769230769230769,13,0,4,15,0.210526315789474,19,1,18,0.0526315789473684,19,0,4,18,0.181818181818182,22,2,20,0.0909090909090909,22,0,4,21,0.16,25,2,23,0.08,25,0,4,24,0.142857142857143,28,3,25,0.107142857142857,28,0,4,24,0.142857142857143,28,3,25,0.107142857142857,28,0,4,25,0.137931034482759,29,3,26,0.103448275862069,29,0,4,36,0.1,40,3,37,0.075,40
"433",79776883,"79776883-2012-11-21",90,80,"2012-11-21","HA1",2012,"M","Adult",63.6363636363636,0,0,2,4,0.333333333333333,6,1,5,0.166666666666667,6,0,4,13,0.235294117647059,17,2,15,0.117647058823529,17,0,4,14,0.222222222222222,18,2,16,0.111111111111111,18,0,4,22,0.153846153846154,26,2,24,0.0769230769230769,26,0,4,28,0.125,32,3,29,0.09375,32,0,4,28,0.125,32,3,29,0.09375,32,0,4,30,0.117647058823529,34,3,31,0.0882352941176471,34,0,4,33,0.108108108108108,37,3,34,0.0810810810810811,37,0,4,38,0.0952380952380952,42,4,38,0.0952380952380952,42,0,4,53,0.0701754385964912,57,6,51,0.105263157894737,57
"435",79790568,"79790568-2012-11-21",90,60,"2012-11-21","HA1",2012,"M","Adult",352.380952380952,1,0,0,1,0,1,0,1,0,1,0,0,7,0,7,1,6,0.142857142857143,7,0,1,16,0.0588235294117647,17,2,15,0.117647058823529,17,0,2,25,0.0740740740740741,27,3,24,0.111111111111111,27,0,2,27,0.0689655172413793,29,3,26,0.103448275862069,29,0,2,30,0.0625,32,3,29,0.09375,32,0,4,39,0.0930232558139535,43,5,38,0.116279069767442,43,0,5,41,0.108695652173913,46,5,41,0.108695652173913,46,0,5,43,0.104166666666667,48,7,41,0.145833333333333,48,0,6,67,0.0821917808219178,73,11,62,0.150684931506849,73
"446",79614576,"79614576-2012-12-04",10,20,"2012-12-04","HA1",2012,"F","Adult",143.75,1,0,4,5,0.444444444444444,9,2,7,0.222222222222222,9,0,7,7,0.5,14,3,11,0.214285714285714,14,0,7,8,0.466666666666667,15,3,12,0.2,15,0,7,12,0.368421052631579,19,3,16,0.157894736842105,19,0,7,13,0.35,20,3,17,0.15,20,0,7,15,0.318181818181818,22,4,18,0.181818181818182,22,0,9,18,0.333333333333333,27,5,22,0.185185185185185,27,0,9,19,0.321428571428571,28,5,23,0.178571428571429,28,0,10,20,0.333333333333333,30,5,25,0.166666666666667,30,0,10,29,0.256410256410256,39,6,33,0.153846153846154,39
"457",79612792,"79612792-2012-12-05",10,90,"2012-12-05","HA1",2012,"M","Adult",4447.05882352941,1,0,2,5,0.285714285714286,7,0,7,0,7,0,2,9,0.181818181818182,11,0,11,0,11,0,3,11,0.214285714285714,14,0,14,0,14,0,8,15,0.347826086956522,23,1,22,0.0434782608695652,23,0,8,17,0.32,25,1,24,0.04,25,0,9,17,0.346153846153846,26,1,25,0.0384615384615385,26,0,10,21,0.32258064516129,31,2,29,0.0645161290322581,31,0,10,22,0.3125,32,3,29,0.09375,32,0,10,26,0.277777777777778,36,3,33,0.0833333333333333,36,0,11,35,0.239130434782609,46,3,43,0.0652173913043478,46
"465",79782524,"79782524-2012-12-18",90,90,"2012-12-18","HA1",2012,"F","Adult",3.57142857142857,1,0,4,4,0.5,8,4,4,0.5,8,0,11,6,0.647058823529412,17,6,11,0.352941176470588,17,0,13,6,0.684210526315789,19,6,13,0.315789473684211,19,0,17,9,0.653846153846154,26,8,18,0.307692307692308,26,0,17,10,0.62962962962963,27,8,19,0.296296296296296,27,0,18,14,0.5625,32,9,23,0.28125,32,0,19,19,0.5,38,10,28,0.263157894736842,38,0,19,21,0.475,40,11,29,0.275,40,0,19,24,0.441860465116279,43,11,32,0.255813953488372,43,0,21,26,0.446808510638298,47,11,36,0.234042553191489,47
"475",79774078,"79774078-2012-12-19",10,90,"2012-12-19","HA1",2012,"M","Adult",19826.0869565217,1,0,7,4,0.636363636363636,11,1,10,0.0909090909090909,11,0,10,5,0.666666666666667,15,1,14,0.0666666666666667,15,0,10,7,0.588235294117647,17,1,16,0.0588235294117647,17,0,15,8,0.652173913043478,23,1,22,0.0434782608695652,23,0,15,8,0.652173913043478,23,1,22,0.0434782608695652,23,0,16,8,0.666666666666667,24,2,22,0.0833333333333333,24,0,17,10,0.62962962962963,27,3,24,0.111111111111111,27,0,18,11,0.620689655172414,29,4,25,0.137931034482759,29,0,19,15,0.558823529411765,34,4,30,0.117647058823529,34,0,24,25,0.489795918367347,49,5,44,0.102040816326531,49
"493",79615341,"79615341-2012-12-18",20,10,"2012-12-18","HA1",2012,"M","Adult",35.2941176470588,1,0,3,3,0.5,6,1,5,0.166666666666667,6,0,7,3,0.7,10,2,8,0.2,10,0,10,5,0.666666666666667,15,4,11,0.266666666666667,15,0,12,8,0.6,20,6,14,0.3,20,0,13,8,0.619047619047619,21,7,14,0.333333333333333,21,0,13,9,0.590909090909091,22,7,15,0.318181818181818,22,0,14,10,0.583333333333333,24,7,17,0.291666666666667,24,0,14,12,0.538461538461538,26,8,18,0.307692307692308,26,0,17,14,0.548387096774194,31,8,23,0.258064516129032,31,0,19,18,0.513513513513513,37,9,28,0.243243243243243,37
"510",49811771,"49811771-2012-08-30",30,20,"2012-08-30","HA1",2012,"F","Adult",31.9148936170213,0,0,0,7,0,7,0,7,0,7,0,0,11,0,11,1,10,0.0909090909090909,11,0,0,12,0,12,1,11,0.0833333333333333,12,0,1,19,0.05,20,1,19,0.05,20,0,2,26,0.0714285714285714,28,3,25,0.107142857142857,28,0,4,27,0.129032258064516,31,3,28,0.0967741935483871,31,0,4,34,0.105263157894737,38,3,35,0.0789473684210526,38,0,4,37,0.0975609756097561,41,4,37,0.0975609756097561,41,0,4,37,0.0975609756097561,41,4,37,0.0975609756097561,41,0,8,42,0.16,50,5,45,0.1,50
"596",66866525,"66866525-2012-06-08",80,90,"2012-06-08","HA1",2012,"M","Adult",9200,1,0,0,0,NA,0,0,0,NA,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0.5,2,0,2,0,2,0,1,1,0.5,2,0,2,0,2,0,1,1,0.5,2,0,2,0,2,0,1,1,0.5,2,0,2,0,2,0,1,2,0.333333333333333,3,0,3,0,3,0,1,2,0.333333333333333,3,0,3,0,3,0,2,2,0.5,4,0,4,0,4
"627",66879360,"66879360-2012-09-25",30,100,"2012-09-25","HA1",2012,"F","NotAdult",4,0,0,1,12,0.0769230769230769,13,3,10,0.230769230769231,13,0,1,13,0.0714285714285714,14,3,11,0.214285714285714,14,0,2,15,0.117647058823529,17,3,14,0.176470588235294,17,0,2,17,0.105263157894737,19,3,16,0.157894736842105,19,0,3,21,0.125,24,5,19,0.208333333333333,24,0,3,29,0.09375,32,5,27,0.15625,32,0,3,33,0.0833333333333333,36,7,29,0.194444444444444,36,0,3,39,0.0714285714285714,42,9,33,0.214285714285714,42,0,3,39,0.0714285714285714,42,9,33,0.214285714285714,42,0,4,49,0.0754716981132075,53,13,40,0.245283018867925,53
"726",67125021,"67125021-2012-08-28",50,40,"2012-08-28","HA1",2012,"M","Adult",33.3333333333333,0,0,0,3,0,3,1,2,0.333333333333333,3,0,0,6,0,6,1,5,0.166666666666667,6,0,0,7,0,7,1,6,0.142857142857143,7,0,3,8,0.272727272727273,11,1,10,0.0909090909090909,11,0,3,10,0.230769230769231,13,1,12,0.0769230769230769,13,0,3,10,0.230769230769231,13,1,12,0.0769230769230769,13,0,4,13,0.235294117647059,17,2,15,0.117647058823529,17,0,5,18,0.217391304347826,23,3,20,0.130434782608696,23,0,5,18,0.217391304347826,23,3,20,0.130434782608696,23,0,8,39,0.170212765957447,47,5,42,0.106382978723404,47
"732",67125021,"67125021-2012-10-09",10,30,"2012-10-09","HA1",2012,"M","Adult",56160,0,0,1,6,0.142857142857143,7,1,6,0.142857142857143,7,0,1,14,0.0666666666666667,15,1,14,0.0666666666666667,15,0,1,17,0.0555555555555556,18,1,17,0.0555555555555556,18,0,2,28,0.0666666666666667,30,3,27,0.1,30,0,2,29,0.0645161290322581,31,3,28,0.0967741935483871,31,0,3,31,0.0882352941176471,34,3,31,0.0882352941176471,34,0,3,36,0.0769230769230769,39,4,35,0.102564102564103,39,0,3,41,0.0681818181818182,44,5,39,0.113636363636364,44,0,4,44,0.0833333333333333,48,8,40,0.166666666666667,48,0,7,57,0.109375,64,12,52,0.1875,64
"744",67259597,"67259597-2012-08-14",100,10,"2012-08-14","HA1",2012,"F","Adult",151.351351351351,0,0,1,4,0.2,5,0,5,0,5,0,1,4,0.2,5,0,5,0,5,0,1,5,0.166666666666667,6,0,6,0,6,0,1,6,0.142857142857143,7,0,7,0,7,0,1,6,0.142857142857143,7,0,7,0,7,0,2,6,0.25,8,0,8,0,8,0,2,7,0.222222222222222,9,1,8,0.111111111111111,9,0,2,7,0.222222222222222,9,1,8,0.111111111111111,9,0,2,7,0.222222222222222,9,1,8,0.111111111111111,9,0,3,11,0.214285714285714,14,1,13,0.0714285714285714,14
"779",79615341,"79615341-2012-12-05",20,0,"2012-12-05","HA1",2012,"M","Adult",87.5,1,0,2,3,0.4,5,0,5,0,5,0,3,8,0.272727272727273,11,1,10,0.0909090909090909,11,0,3,12,0.2,15,1,14,0.0666666666666667,15,0,7,16,0.304347826086957,23,3,20,0.130434782608696,23,0,8,17,0.32,25,4,21,0.16,25,0,8,18,0.307692307692308,26,4,22,0.153846153846154,26,0,10,18,0.357142857142857,28,5,23,0.178571428571429,28,0,13,19,0.40625,32,6,26,0.1875,32,0,13,19,0.40625,32,6,26,0.1875,32,0,15,29,0.340909090909091,44,8,36,0.181818181818182,44
"831",79631102,"79631102-2012-12-20",20,10,"2012-12-20","HA1",2012,"F","Adult",54.368932038835,1,0,4,3,0.571428571428571,7,2,5,0.285714285714286,7,0,10,5,0.666666666666667,15,4,11,0.266666666666667,15,0,14,9,0.608695652173913,23,7,16,0.304347826086957,23,0,17,13,0.566666666666667,30,9,21,0.3,30,0,19,13,0.59375,32,10,22,0.3125,32,0,19,14,0.575757575757576,33,10,23,0.303030303030303,33,0,22,15,0.594594594594595,37,11,26,0.297297297297297,37,0,22,17,0.564102564102564,39,12,27,0.307692307692308,39,0,26,19,0.577777777777778,45,12,33,0.266666666666667,45,0,29,25,0.537037037037037,54,13,41,0.240740740740741,54
"839",79632292,"79632292-2012-11-07",70,20,"2012-11-07","HA1",2012,"M","Adult",28.5714285714286,0,0,2,9,0.181818181818182,11,0,11,0,11,0,3,10,0.230769230769231,13,2,11,0.153846153846154,13,0,3,13,0.1875,16,2,14,0.125,16,0,3,23,0.115384615384615,26,4,22,0.153846153846154,26,0,3,28,0.0967741935483871,31,5,26,0.161290322580645,31,0,4,34,0.105263157894737,38,5,33,0.131578947368421,38,0,5,43,0.104166666666667,48,8,40,0.166666666666667,48,0,6,50,0.107142857142857,56,8,48,0.142857142857143,56,0,6,53,0.101694915254237,59,8,51,0.135593220338983,59,0,7,69,0.0921052631578947,76,10,66,0.131578947368421,76
"841",79632292,"79632292-2012-11-20",40,10,"2012-11-20","HA1",2012,"M","Adult",7200,1,0,0,2,0,2,0,2,0,2,0,0,9,0,9,1,8,0.111111111111111,9,0,2,11,0.153846153846154,13,3,10,0.230769230769231,13,0,3,18,0.142857142857143,21,3,18,0.142857142857143,21,0,4,18,0.181818181818182,22,3,19,0.136363636363636,22,0,4,21,0.16,25,4,21,0.16,25,0,4,32,0.111111111111111,36,5,31,0.138888888888889,36,0,6,33,0.153846153846154,39,5,34,0.128205128205128,39,0,6,36,0.142857142857143,42,5,37,0.119047619047619,42,0,10,56,0.151515151515152,66,7,59,0.106060606060606,66
"842",79632292,"79632292-2012-12-18",20,30,"2012-12-18","HA1",2012,"M","Adult",152.173913043478,1,0,1,3,0.25,4,1,3,0.25,4,0,5,4,0.555555555555556,9,2,7,0.222222222222222,9,0,8,5,0.615384615384615,13,3,10,0.230769230769231,13,0,10,10,0.5,20,5,15,0.25,20,0,13,12,0.52,25,7,18,0.28,25,0,15,14,0.517241379310345,29,9,20,0.310344827586207,29,0,19,15,0.558823529411765,34,10,24,0.294117647058824,34,0,20,18,0.526315789473684,38,10,28,0.263157894736842,38,0,21,18,0.538461538461538,39,10,29,0.256410256410256,39,0,26,22,0.541666666666667,48,11,37,0.229166666666667,48
"875",79775849,"79775849-2012-09-28",90,30,"2012-09-28","HA1",2012,"F","Adult",206.451612903226,0,0,3,4,0.428571428571429,7,1,6,0.142857142857143,7,0,5,12,0.294117647058824,17,4,13,0.235294117647059,17,0,5,13,0.277777777777778,18,5,13,0.277777777777778,18,0,7,16,0.304347826086957,23,7,16,0.304347826086957,23,0,7,17,0.291666666666667,24,7,17,0.291666666666667,24,0,8,21,0.275862068965517,29,7,22,0.241379310344828,29,0,11,23,0.323529411764706,34,7,27,0.205882352941176,34,0,12,27,0.307692307692308,39,7,32,0.179487179487179,39,0,16,29,0.355555555555556,45,8,37,0.177777777777778,45,0,18,40,0.310344827586207,58,10,48,0.172413793103448,58
"909",79786569,"79786569-2012-10-23",20,10,"2012-10-23","HA1",2012,"M","Adult",908.108108108108,1,0,0,4,0,4,0,4,0,4,0,1,10,0.0909090909090909,11,0,11,0,11,0,2,15,0.117647058823529,17,0,17,0,17,0,2,24,0.0769230769230769,26,1,25,0.0384615384615385,26,0,3,28,0.0967741935483871,31,2,29,0.0645161290322581,31,0,3,30,0.0909090909090909,33,2,31,0.0606060606060606,33,0,4,33,0.108108108108108,37,3,34,0.0810810810810811,37,0,4,37,0.0975609756097561,41,4,37,0.0975609756097561,41,0,5,38,0.116279069767442,43,5,38,0.116279069767442,43,0,9,47,0.160714285714286,56,6,50,0.107142857142857,56
