X,Y,ID,year,Grid,Capture.date,Sex,Age,EappINF,EappInt,EhungINF,EhungInt,HpolINF,ID.CapDate,treated.Y.N
50,50,79795060,2012,HA1,27/09/2012,M,Adult,0,NA,0,NA,0,79795060-2012-09-27,1
50,0,66866543,2012,HA1,27/09/2012,F,NotAdult,1,2276.923077,0,NA,0,66866543-2012-09-27,0
30,100,67010054,2012,HA1,27/09/2012,F,NotAdult,1,1626.086957,0,NA,0,67010054-2012-09-27,1
30,60,79638280,2012,HA1,27/09/2012,F,Adult,1,172.0930233,1,1446.511628,0,79638280-2012-09-27,0
70,40,79636804,2012,HA1,27/09/2012,NA,NA,1,280.5970149,0,NA,1,79636804-2012-09-27,0
30,20,66828572,2012,HA1,27/09/2012,M,Adult,0,NA,0,NA,0,66828572-2012-09-27,1
30,0,84593844,2012,HA1,27/09/2012,F,Adult,0,NA,0,NA,0,84593844-2012-09-27,1
20,50,66821017,2012,HA1,27/09/2012,F,NotAdult,NA,NA,0,NA,NA,66821017-2012-09-27,0
10,90,67010260,2012,HA1,27/09/2012,F,Adult,0,NA,0,NA,1,67010260-2012-09-27,1
0,40,66867586,2012,HA1,27/09/2012,M,Adult,0,NA,0,NA,0,66867586-2012-09-27,0
0,80,79637279,2012,HA1,27/09/2012,M,Adult,0,NA,0,NA,0,79637279-2012-09-27,0
0,90,79630102,2012,HA1,27/09/2012,NA,NA,0,NA,0,NA,0,79630102-2012-09-27,0
80,70,79784299,2012,HA1,28/09/2012,F,NotAdult,1,638.0952381,0,NA,0,79784299-2012-09-28,0
70,90,79793298,2012,HA1,28/09/2012,F,Adult,0,NA,0,NA,0,79793298-2012-09-28,1
60,40,79786865,2012,HA1,28/09/2012,M,Adult,NA,NA,0,NA,NA,79786865-2012-09-28,0
60,60,67077295,2012,HA1,28/09/2012,M,Adult,1,724.5283019,1,237.7358491,0,67077295-2012-09-28,1
0,10,79797793,2012,HA1,28/09/2012,F,Adult,0,NA,0,NA,0,79797793-2012-09-28,0
100,0,79617035,2012,HA1,09/10/2012,F,Adult,1,54857.14286,0,NA,0,79617035-2012-10-09,0
100,10,79609832,2012,HA1,09/10/2012,M,Adult,NA,NA,0,NA,NA,79609832-2012-10-09,1
100,40,79775849,2012,HA1,09/10/2012,F,Adult,1,60.71428571,0,NA,0,79775849-2012-10-09,0
100,60,79623859,2012,HA1,09/10/2012,M,Adult,0,NA,0,NA,0,79623859-2012-10-09,1
100,70,79626809,2012,HA1,09/10/2012,M,Adult,1,83.33333333,1,116.6666667,0,79626809-2012-10-09,1
100,80,79638837,2012,HA1,09/10/2012,M,Adult,0,NA,0,NA,0,79638837-2012-10-09,0
100,90,79619290,2012,HA1,09/10/2012,M,Adult,0,NA,0,NA,0,79619290-2012-10-09,0
90,100,79615038,2012,HA1,09/10/2012,F,Adult,0,NA,0,NA,0,79615038-2012-10-09,1
90,80,79790568,2012,HA1,09/10/2012,M,Adult,1,38.0952381,1,260.3174603,0,79790568-2012-10-09,0
90,60,79776324,2012,HA1,09/10/2012,M,Adult,0,NA,0,NA,0,79776324-2012-10-09,1
90,10,79793093,2012,HA1,09/10/2012,M,Adult,0,NA,0,NA,0,79793093-2012-10-09,1
80,20,67079854,2012,HA1,09/10/2012,F,Adult,0,NA,0,NA,0,67079854-2012-10-09,1
70,0,66828572,2012,HA1,09/10/2012,M,Adult,0,NA,0,NA,0,66828572-2012-10-09,1
70,20,79795060,2012,HA1,09/10/2012,M,Adult,1,950,0,NA,0,79795060-2012-10-09,1
70,70,79630840,2012,HA1,09/10/2012,F,NotAdult,1,35200,0,NA,0,79630840-2012-10-09,0
70,90,66867845,2012,HA1,09/10/2012,M,Adult,0,NA,1,450,0,66867845-2012-10-09,1
70,100,79638784,2012,HA1,09/10/2012,M,Adult,1,100,0,NA,0,79638784-2012-10-09,1
60,70,79786569,2012,HA1,09/10/2012,M,Adult,1,61800,0,NA,0,79786569-2012-10-09,0
60,40,79781605,2012,HA1,09/10/2012,F,Adult,1,12600,0,NA,0,79781605-2012-10-09,0
100,40,66887847,2012,HA1,10/10/2012,M,Adult,0,NA,0,NA,0,66887847-2012-10-10,0
60,10,79632292,2012,HA1,10/10/2012,NA,NA,1,105.2631579,1,115.7894737,1,79632292-2012-10-10,0
100,10,79614264,2012,HA1,11/10/2012,F,Adult,0,NA,0,NA,0,79614264-2012-10-11,0
90,10,79616012,2012,HA1,11/10/2012,M,Adult,0,NA,0,NA,0,79616012-2012-10-11,1
90,70,79792581,2012,HA1,11/10/2012,F,Adult,0,NA,1,400,0,79792581-2012-10-11,0
90,100,79609626,2012,HA1,11/10/2012,M,Adult,0,NA,0,NA,0,79609626-2012-10-11,1
70,60,67080373,2012,HA1,11/10/2012,M,Adult,0,NA,0,NA,0,67080373-2012-10-11,1
60,20,66885846,2012,HA1,11/10/2012,M,Adult,0,NA,0,NA,0,66885846-2012-10-11,0
50,0,79638271,2012,HA1,11/10/2012,M,NotAdult,NA,NA,0,NA,NA,79638271-2012-10-11,1
10,60,79627018,2012,HA1,11/10/2012,M,Adult,0,NA,0,NA,0,79627018-2012-10-11,1
0,70,67124339,2012,HA1,11/10/2012,M,Adult,NA,NA,0,NA,NA,67124339-2012-10-11,0
0,0,66808052,2012,HA1,09/10/2012,M,Adult,0,NA,0,NA,0,66808052-2012-10-09,0
0,30,66821017,2012,HA1,09/10/2012,F,NotAdult,0,NA,0,NA,0,66821017-2012-10-09,0
0,40,79783071,2012,HA1,09/10/2012,F,NotAdult,0,NA,1,1840,0,79783071-2012-10-09,0
0,70,66872112,2012,HA1,09/10/2012,M,Adult,0,NA,0,NA,0,66872112-2012-10-09,0
0,90,79778836,2012,HA1,09/10/2012,M,Adult,0,NA,0,NA,0,79778836-2012-10-09,1
10,80,66878317,2012,HA1,09/10/2012,M,Adult,0,NA,0,NA,0,66878317-2012-10-09,1
20,40,67006795,2012,HA1,09/10/2012,M,Adult,1,4844.444444,0,NA,0,67006795-2012-10-09,0
20,60,79630010,2012,HA1,09/10/2012,F,Adult,0,NA,0,NA,0,79630010-2012-10-09,0
30,60,67089554,2012,HA1,09/10/2012,F,Adult,0,NA,0,NA,0,67089554-2012-10-09,0
40,80,79769626,2012,HA1,09/10/2012,F,Adult,1,16933.33333,0,NA,0,79769626-2012-10-09,0
40,90,66881074,2012,HA1,09/10/2012,F,Adult,1,556800,0,NA,0,66881074-2012-10-09,1
40,100,79793298,2012,HA1,09/10/2012,F,Adult,0,NA,0,NA,0,79793298-2012-10-09,1
40,100,79625885,2012,HA1,09/10/2012,F,Adult,1,1837.5,0,NA,0,79625885-2012-10-09,1
0,60,79786120,2012,HA1,10/10/2012,F,Adult,0,NA,0,NA,0,79786120-2012-10-10,1
0,90,79639272,2012,HA1,10/10/2012,M,Adult,1,444.4444444,0,NA,0,79639272-2012-10-10,0
10,100,79769061,2012,HA1,10/10/2012,F,Adult,0,NA,0,NA,0,79769061-2012-10-10,1
10,10,79786360,2012,HA1,10/10/2012,NA,NA,0,NA,0,NA,0,79786360-2012-10-10,0
10,0,79778567,2012,HA1,10/10/2012,F,Adult,0,NA,0,NA,0,79778567-2012-10-10,0
30,10,79785369,2012,HA1,10/10/2012,M,NotAdult,0,NA,0,NA,0,79785369-2012-10-10,0
0,80,79639272,2012,HA1,23/10/2012,M,Adult,0,NA,0,NA,0,79639272-2012-10-23,0
100,10,79630354,2012,HA1,24/10/2012,F,Adult,0,NA,1,1136.363636,0,79630354-2012-10-24,1
100,70,66843623,2012,HA1,24/10/2012,M,Adult,0,NA,0,NA,0,66843623-2012-10-24,0
100,90,79776883,2012,HA1,24/10/2012,M,Adult,0,NA,0,NA,0,79776883-2012-10-24,0
90,40,79792581,2012,HA1,24/10/2012,F,Adult,0,NA,0,NA,0,79792581-2012-10-24,0
70,60,67075638,2012,HA1,24/10/2012,F,NotAdult,1,466.6666667,0,NA,0,67075638-2012-10-24,0
70,50,79623859,2012,HA1,24/10/2012,M,Adult,0,NA,0,NA,0,79623859-2012-10-24,1
60,20,79797842,2012,HA1,24/10/2012,M,Adult,0,NA,0,NA,0,79797842-2012-10-24,1
0,20,79609302,2012,HA1,25/10/2012,M,Adult,0,NA,0,NA,0,79609302-2012-10-25,1
10,20,79770053,2012,HA1,25/10/2012,M,Adult,1,11.76470588,0,NA,0,79770053-2012-10-25,0
20,70,79633854,2012,HA1,25/10/2012,F,Adult,0,NA,1,400,0,79633854-2012-10-25,1
30,50,79772013,2012,HA1,25/10/2012,M,Adult,0,NA,0,NA,1,79772013-2012-10-25,0
30,90,79613873,2012,HA1,25/10/2012,M,Adult,0,NA,1,7.692307692,0,79613873-2012-10-25,1
100,10,79609832,2012,HA1,23/10/2012,M,Adult,0,NA,0,NA,0,79609832-2012-10-23,1
100,90,79790568,2012,HA1,23/10/2012,M,Adult,0,NA,0,NA,0,79790568-2012-10-23,0
90,30,79776324,2012,HA1,23/10/2012,M,Adult,0,NA,0,NA,0,79776324-2012-10-23,1
80,30,79793093,2012,HA1,23/10/2012,M,Adult,0,NA,1,76.78571429,0,79793093-2012-10-23,1
80,50,79626809,2012,HA1,23/10/2012,M,Adult,0,NA,0,NA,0,79626809-2012-10-23,1
70,100,79786569,2012,HA1,23/10/2012,M,Adult,0,NA,0,NA,0,79786569-2012-10-23,0
40,50,66845816,2012,HA1,23/10/2012,F,Adult,0,NA,0,NA,0,66845816-2012-10-23,1
40,100,79615038,2012,HA1,23/10/2012,F,Adult,1,12685.71429,0,NA,0,79615038-2012-10-23,1
10,0,79778567,2012,HA1,23/10/2012,F,Adult,0,NA,0,NA,0,79778567-2012-10-23,0
10,10,66808052,2012,HA1,23/10/2012,M,Adult,0,NA,0,NA,0,66808052-2012-10-23,0
10,70,66872112,2012,HA1,23/10/2012,M,Adult,0,NA,0,NA,1,66872112-2012-10-23,0
10,70,66878317,2012,HA1,23/10/2012,M,Adult,0,NA,0,NA,0,66878317-2012-10-23,1
10,80,79786120,2012,HA1,23/10/2012,F,Adult,0,NA,0,NA,0,79786120-2012-10-23,1
10,90,79623797,2012,HA1,23/10/2012,M,Adult,0,NA,0,NA,1,79623797-2012-10-23,0
10,100,79630010,2012,HA1,23/10/2012,F,Adult,0,NA,0,NA,0,79630010-2012-10-23,0
0,100,67010054,2012,HA1,23/10/2012,F,Adult,1,10.25641026,0,NA,0,67010054-2012-10-23,1
20,80,67073610,2012,HA1,23/10/2012,F,NotAdult,0,NA,0,NA,0,67073610-2012-10-23,1
20,60,67088839,2012,HA1,23/10/2012,M,Adult,0,NA,1,2230.769231,0,67088839-2012-10-23,0
20,0,79628068,2012,HA1,23/10/2012,M,Adult,0,NA,0,NA,1,79628068-2012-10-23,1
30,0,67069635,2012,HA1,23/10/2012,F,Adult,0,NA,0,NA,0,67069635-2012-10-23,0
30,100,79638784,2012,HA1,23/10/2012,M,Adult,0,NA,0,NA,0,79638784-2012-10-23,1
50,80,67080373,2012,HA1,23/10/2012,M,Adult,0,NA,1,92,0,67080373-2012-10-23,1
50,0,66828572,2012,HA1,23/10/2012,M,Adult,0,NA,1,13.79310345,0,66828572-2012-10-23,0
70,30,79785381,2012,HA1,23/10/2012,F,NotAdult,0,NA,0,NA,1,79785381-2012-10-23,1
70,40,67088367,2012,HA1,23/10/2012,F,NotAdult,0,NA,0,NA,0,67088367-2012-10-23,0
70,90,66867845,2012,HA1,23/10/2012,M,Adult,0,NA,0,NA,0,66867845-2012-10-23,1
100,90,79638837,2012,HA1,23/10/2012,M,Adult,0,NA,0,NA,0,79638837-2012-10-23,0
100,20,79775849,2012,HA1,23/10/2012,F,Adult,0,NA,0,NA,0,79775849-2012-10-23,0
0,30,79789358,2012,HA1,06/11/2012,M,Adult,0,NA,0,NA,1,79789358-2012-11-06,0
0,40,66872112,2012,HA1,06/11/2012,M,Adult,0,NA,0,NA,0,66872112-2012-11-06,0
0,70,66878317,2012,HA1,06/11/2012,M,Adult,0,NA,1,8.695652174,0,66878317-2012-11-06,1
10,90,79786120,2012,HA1,06/11/2012,F,Adult,NA,NA,0,NA,NA,79786120-2012-11-06,1
20,0,79797793,2012,HA1,06/11/2012,F,Adult,0,NA,0,NA,0,79797793-2012-11-06,0
30,100,79638784,2012,HA1,06/11/2012,M,Adult,0,NA,0,NA,1,79638784-2012-11-06,1
30,90,79795630,2012,HA1,06/11/2012,F,Adult,1,151.5151515,0,NA,1,79795630-2012-11-06,1
50,30,67120021,2012,HA1,06/11/2012,F,Adult,0,NA,0,NA,0,67120021-2012-11-06,1
50,80,79793298,2012,HA1,25/10/2012,F,Adult,0,NA,0,NA,0,79793298-2012-10-25,1
100,90,79769584,2012,HA1,25/10/2012,M,Adult,0,NA,0,NA,1,79769584-2012-10-25,1
100,10,79792086,2012,HA1,25/10/2012,F,NotAdult,1,40,1,100,0,79792086-2012-10-25,0
40,100,79782524,2012,HA1,24/10/2012,F,Adult,0,NA,0,NA,0,79782524-2012-10-24,0
40,70,66866819,2012,HA1,24/10/2012,F,Adult,0,NA,0,NA,0,66866819-2012-10-24,1
30,80,79797884,2012,HA1,24/10/2012,M,Adult,0,NA,0,NA,0,79797884-2012-10-24,0
30,90,79795630,2012,HA1,24/10/2012,F,Adult,0,NA,0,NA,0,79795630-2012-10-24,1
20,10,84593844,2012,HA1,24/10/2012,F,Adult,0,NA,0,NA,0,84593844-2012-10-24,1
0,60,79789358,2012,HA1,24/10/2012,M,Adult,0,NA,1,50,1,79789358-2012-10-24,0
0,10,79619551,2012,HA1,24/10/2012,NA,NA,0,NA,0,NA,0,79619551-2012-10-24,1
0,0,67095127,2012,HA1,24/10/2012,M,Adult,0,NA,0,NA,1,67095127-2012-10-24,1
0,10,79797793,2012,HA1,20/11/2012,F,Adult,0,NA,0,NA,0,79797793-2012-11-20,0
0,60,66872112,2012,HA1,20/11/2012,M,Adult,0,NA,0,NA,0,66872112-2012-11-20,0
0,90,79623797,2012,HA1,20/11/2012,M,Adult,0,NA,0,NA,1,79623797-2012-11-20,0
0,10,67259552,2012,HA1,07/11/2012,F,Adult,0,NA,0,NA,0,67259552-2012-11-07,0
10,50,79639272,2012,HA1,07/11/2012,M,Adult,0,NA,0,NA,0,79639272-2012-11-07,0
10,10,79628068,2012,HA1,07/11/2012,M,Adult,0,NA,1,36757.89474,0,79628068-2012-11-07,1
20,20,66808052,2012,HA1,07/11/2012,M,Adult,0,NA,0,NA,0,66808052-2012-11-07,0
80,70,79782524,2012,HA1,07/11/2012,F,Adult,1,5719.148936,0,NA,0,79782524-2012-11-07,0
80,70,66867845,2012,HA1,07/11/2012,M,Adult,0,NA,1,3634.285714,0,66867845-2012-11-07,1
70,50,66866819,2012,HA1,07/11/2012,F,Adult,0,NA,0,NA,0,66866819-2012-11-07,1
50,100,79615038,2012,HA1,07/11/2012,F,Adult,0,NA,0,NA,0,79615038-2012-11-07,1
30,0,79778567,2012,HA1,07/11/2012,F,Adult,0,NA,0,NA,0,79778567-2012-11-07,0
30,50,79772013,2012,HA1,07/11/2012,M,Adult,0,NA,0,NA,0,79772013-2012-11-07,0
30,70,66845816,2012,HA1,07/11/2012,F,Adult,0,NA,0,NA,0,66845816-2012-11-07,1
10,30,67265276,2012,HA1,08/11/2012,F,Adult,1,10,0,NA,1,67265276-2012-11-08,0
10,70,67279792,2012,HA1,08/11/2012,M,Adult,0,NA,0,NA,0,67279792-2012-11-08,1
30,50,79623797,2012,HA1,08/11/2012,M,Adult,NA,NA,0,NA,NA,79623797-2012-11-08,0
50,20,67284095,2012,HA1,08/11/2012,M,Adult,0,NA,0,NA,0,67284095-2012-11-08,1
100,10,79792086,2012,HA1,06/11/2012,F,Adult,NA,NA,0,NA,NA,79792086-2012-11-06,0
100,70,79626809,2012,HA1,06/11/2012,M,Adult,NA,NA,0,NA,NA,79626809-2012-11-06,1
100,80,79609832,2012,HA1,06/11/2012,M,Adult,NA,NA,0,NA,NA,79609832-2012-11-06,1
90,90,79638837,2012,HA1,06/11/2012,M,Adult,NA,NA,0,NA,NA,79638837-2012-11-06,0
80,60,79775849,2012,HA1,06/11/2012,F,Adult,NA,NA,0,NA,NA,79775849-2012-11-06,0
80,60,79786569,2012,HA1,06/11/2012,M,Adult,NA,NA,0,NA,NA,79786569-2012-11-06,0
50,0,66828572,2012,HA1,06/11/2012,M,Adult,1,15422.95082,0,NA,0,66828572-2012-11-06,1
100,40,67276819,2012,HA1,07/11/2012,F,Adult,0,NA,0,NA,0,67276819-2012-11-07,1
60,20,66828572,2012,HA1,04/12/2012,M,Adult,0,NA,0,NA,0,66828572-2012-12-04,1
100,100,79783063,2012,HA1,07/11/2012,F,Adult,NA,NA,0,NA,NA,79783063-2012-11-07,0
90,80,79790568,2012,HA1,07/11/2012,M,Adult,0,NA,0,NA,1,79790568-2012-11-07,0
90,80,79776883,2012,HA1,07/11/2012,M,Adult,1,7.142857143,0,NA,0,79776883-2012-11-07,0
20,80,79630010,2012,HA1,07/11/2012,F,Adult,1,733.3333333,0,NA,0,79630010-2012-11-07,0
20,100,67119635,2012,HA1,07/11/2012,M,Adult,0,NA,0,NA,0,67119635-2012-11-07,0
40,80,67080373,2012,HA1,07/11/2012,M,Adult,0,NA,0,NA,0,67080373-2012-11-07,1
100,30,79630354,2012,HA1,08/11/2012,F,Adult,0,NA,1,1540,0,79630354-2012-11-08,1
90,80,66874822,2012,HA1,08/11/2012,M,Adult,0,NA,0,NA,0,66874822-2012-11-08,1
70,60,67276836,2012,HA1,08/11/2012,F,NotAdult,0,NA,0,NA,0,67276836-2012-11-08,0
10,100,79786120,2012,HA1,20/11/2012,F,Adult,0,NA,0,NA,0,79786120-2012-11-20,1
10,90,79639272,2012,HA1,20/11/2012,M,Adult,0,NA,0,NA,0,79639272-2012-11-20,0
10,30,79614576,2012,HA1,20/11/2012,F,Adult,NA,NA,0,NA,NA,79614576-2012-11-20,0
10,30,79789358,2012,HA1,20/11/2012,M,Adult,0,NA,1,3031.578947,1,79789358-2012-11-20,0
10,10,79778567,2012,HA1,20/11/2012,F,Adult,0,NA,0,NA,1,79778567-2012-11-20,0
30,100,67119635,2012,HA1,20/11/2012,NA,NA,0,NA,0,NA,1,67119635-2012-11-20,0
40,20,66808052,2012,HA1,20/11/2012,M,Adult,0,NA,1,231.5789474,0,66808052-2012-11-20,0
0,90,79772013,2012,HA1,21/11/2012,M,Adult,0,NA,0,NA,1,79772013-2012-11-21,0
40,60,79630010,2012,HA1,21/11/2012,F,Adult,0,NA,0,NA,0,79630010-2012-11-21,0
90,60,79623859,2012,HA1,21/11/2012,M,Adult,0,NA,0,NA,0,79623859-2012-11-21,1
100,0,79630354,2012,HA1,04/12/2012,F,Adult,0,NA,0,NA,0,79630354-2012-12-04,1
100,60,67276819,2012,HA1,04/12/2012,F,Adult,0,NA,0,NA,0,67276819-2012-12-04,1
100,90,79790568,2012,HA1,04/12/2012,M,Adult,0,NA,0,NA,1,79790568-2012-12-04,0
100,100,79630529,2012,HA1,04/12/2012,F,Adult,0,NA,0,NA,1,79630529-2012-12-04,1
100,100,66843623,2012,HA1,04/12/2012,M,Adult,0,NA,0,NA,1,66843623-2012-12-04,0
90,10,79792086,2012,HA1,04/12/2012,F,Adult,0,NA,0,NA,1,79792086-2012-12-04,1
80,100,79782524,2012,HA1,04/12/2012,F,Adult,0,NA,0,NA,1,79782524-2012-12-04,0
70,100,79786569,2012,HA1,04/12/2012,M,Adult,0,NA,0,NA,1,79786569-2012-12-04,0
100,20,79792086,2012,HA1,20/11/2012,F,Adult,0,NA,0,NA,0,79792086-2012-11-20,0
90,80,79626809,2012,HA1,20/11/2012,M,Adult,0,NA,1,30720,0,79626809-2012-11-20,1
80,40,79775849,2012,HA1,20/11/2012,F,Adult,0,NA,0,NA,0,79775849-2012-11-20,0
80,100,66867845,2012,HA1,20/11/2012,M,Adult,0,NA,0,NA,0,66867845-2012-11-20,1
70,100,66845816,2012,HA1,20/11/2012,F,Adult,0,NA,1,9386.666667,0,66845816-2012-11-20,1
60,90,79786569,2012,HA1,20/11/2012,M,Adult,0,NA,0,NA,0,79786569-2012-11-20,0
50,90,79615038,2012,HA1,20/11/2012,F,Adult,0,NA,0,NA,0,79615038-2012-11-20,1
50,90,79638784,2012,HA1,20/11/2012,M,Adult,0,NA,0,NA,0,79638784-2012-11-20,1
50,30,66828572,2012,HA1,20/11/2012,M,Adult,0,NA,1,16,0,66828572-2012-11-20,1
100,10,79786093,2012,HA1,21/11/2012,M,Adult,0,NA,0,NA,1,79786093-2012-11-21,1
100,20,79793093,2012,HA1,21/11/2012,M,Adult,0,NA,0,NA,0,79793093-2012-11-21,1
100,30,67276819,2012,HA1,21/11/2012,F,Adult,0,NA,0,NA,1,67276819-2012-11-21,1
100,90,79797884,2012,HA1,21/11/2012,M,Adult,0,NA,1,930.6122449,0,79797884-2012-11-21,0
100,100,79782524,2012,HA1,21/11/2012,F,Adult,1,3.225806452,0,NA,1,79782524-2012-11-21,0
90,80,79776883,2012,HA1,21/11/2012,M,Adult,0,NA,1,63.63636364,0,79776883-2012-11-21,0
90,80,66874822,2012,HA1,21/11/2012,M,Adult,0,NA,1,80336.84211,0,66874822-2012-11-21,1
90,60,79790568,2012,HA1,21/11/2012,M,Adult,0,NA,1,352.3809524,1,79790568-2012-11-21,0
90,80,66843623,2012,HA1,22/11/2012,M,Adult,NA,NA,0,NA,NA,66843623-2012-11-22,0
80,20,79775849,2012,HA1,22/11/2012,NA,NA,0,NA,0,NA,1,79775849-2012-11-22,0
70,60,66867845,2012,HA1,04/12/2012,M,Adult,0,NA,0,NA,0,66867845-2012-12-04,1
40,40,79787584,2012,HA1,05/12/2012,F,Adult,NA,NA,0,NA,NA,79787584-2012-12-05,1
0,0,79785829,2012,HA1,04/12/2012,M,Adult,0,NA,0,NA,0,79785829-2012-12-04,0
0,60,79623797,2012,HA1,04/12/2012,M,Adult,0,NA,0,NA,1,79623797-2012-12-04,0
0,70,67279792,2012,HA1,04/12/2012,M,Adult,0,NA,0,NA,1,67279792-2012-12-04,1
10,100,79786120,2012,HA1,04/12/2012,F,Adult,0,NA,0,NA,0,79786120-2012-12-04,1
10,40,66872112,2012,HA1,04/12/2012,M,Adult,0,NA,0,NA,0,66872112-2012-12-04,0
10,20,79772013,2012,HA1,04/12/2012,M,Adult,0,NA,0,NA,1,79772013-2012-12-04,0
10,20,79614576,2012,HA1,04/12/2012,F,Adult,0,NA,1,143.75,1,79614576-2012-12-04,0
20,70,79630010,2012,HA1,04/12/2012,F,Adult,0,NA,0,NA,1,79630010-2012-12-04,0
40,100,79615038,2012,HA1,04/12/2012,F,Adult,0,NA,1,1421.428571,0,79615038-2012-12-04,1
30,0,79632292,2012,HA1,04/12/2012,M,Adult,0,NA,0,NA,1,79632292-2012-12-04,0
50,40,79625342,2012,HA1,04/12/2012,M,Adult,0,NA,0,NA,1,79625342-2012-12-04,1
50,90,66845816,2012,HA1,04/12/2012,F,Adult,0,NA,0,NA,0,66845816-2012-12-04,1
60,90,79638784,2012,HA1,04/12/2012,M,Adult,0,NA,0,NA,0,79638784-2012-12-04,1
0,10,67296101,2012,HA1,05/12/2012,F,Adult,0,NA,0,NA,1,67296101-2012-12-05,0
0,70,84578597,2012,HA1,05/12/2012,M,Adult,0,NA,0,NA,1,84578597-2012-12-05,1
0,100,79623028,2012,HA1,05/12/2012,M,Adult,0,NA,0,NA,1,79623028-2012-12-05,0
0,100,79783879,2012,HA1,05/12/2012,M,Adult,0,NA,0,NA,1,79783879-2012-12-05,1
10,90,79612792,2012,HA1,05/12/2012,M,Adult,0,NA,1,4447.058824,1,79612792-2012-12-05,0
100,20,79786093,2012,HA1,06/12/2012,M,Adult,0,NA,0,NA,0,79786093-2012-12-06,1
100,80,79627270,2012,HA1,06/12/2012,M,Adult,0,NA,1,16.66666667,1,79627270-2012-12-06,1
100,90,79783063,2012,HA1,06/12/2012,F,Adult,0,NA,0,NA,1,79783063-2012-12-06,0
100,0,66893321,2012,HA1,18/12/2012,M,Adult,0,NA,0,NA,1,66893321-2012-12-18,0
100,20,79792086,2012,HA1,18/12/2012,F,Adult,0,NA,0,NA,1,79792086-2012-12-18,0
100,60,79626809,2012,HA1,18/12/2012,M,Adult,NA,NA,0,NA,NA,79626809-2012-12-18,1
100,100,66874822,2012,HA1,18/12/2012,M,Adult,1,594.8717949,0,NA,0,66874822-2012-12-18,1
90,90,79782524,2012,HA1,18/12/2012,F,Adult,0,NA,1,3.571428571,1,79782524-2012-12-18,0
80,0,79625342,2012,HA1,18/12/2012,M,Adult,0,NA,0,NA,1,79625342-2012-12-18,1
80,80,79776883,2012,HA1,18/12/2012,M,Adult,0,NA,0,NA,1,79776883-2012-12-18,0
70,90,66867845,2012,HA1,18/12/2012,M,Adult,0,NA,0,NA,0,66867845-2012-12-18,1
50,100,79615038,2012,HA1,18/12/2012,F,Adult,0,NA,0,NA,0,79615038-2012-12-18,1
50,90,66845816,2012,HA1,18/12/2012,F,Adult,NA,NA,0,NA,NA,66845816-2012-12-18,1
0,10,67296101,2012,HA1,19/12/2012,F,Adult,0,NA,0,NA,0,67296101-2012-12-19,0
0,20,79623881,2012,HA1,19/12/2012,F,Adult,NA,NA,0,NA,NA,79623881-2012-12-19,0
0,20,79638027,2012,HA1,19/12/2012,M,Adult,NA,NA,0,NA,NA,79638027-2012-12-19,0
0,50,84578597,2012,HA1,19/12/2012,M,Adult,NA,NA,0,NA,NA,84578597-2012-12-19,1
10,90,79774078,2012,HA1,19/12/2012,M,Adult,0,NA,1,19826.08696,1,79774078-2012-12-19,0
10,30,79770817,2012,HA1,19/12/2012,F,Adult,0,NA,0,NA,1,79770817-2012-12-19,0
30,100,79631608,2012,HA1,19/12/2012,F,Adult,0,NA,0,NA,1,79631608-2012-12-19,0
30,70,66845816,2012,HA1,20/12/2012,F,NA,0,NA,0,NA,0,66845816-2012-12-20,0
40,70,67094344,2012,HA1,20/12/2012,M,Adult,NA,NA,0,NA,NA,67094344-2012-12-20,1
50,0,84593844,2012,HA1,20/12/2012,F,Adult,0,NA,1,30.95238095,0,84593844-2012-12-20,1
