X,Y,ID,year,Grid,Capture.date,Sex,Age,EappINF,EappInt,EhungINF,EhungInt,HpolINF,ID.CapDate,treated.Y.N
100,70,79623859,2012,HA1,05/12/2012,M,Adult,0,NA,0,NA,1,79623859-2012-12-05,1
70,90,79776883,2012,HA1,05/12/2012,M,Adult,0,NA,0,NA,1,79776883-2012-12-05,0
70,100,66845816,2012,HA1,05/12/2012,F,Adult,0,NA,0,NA,0,66845816-2012-12-05,1
80,100,66874822,2012,HA1,05/12/2012,M,Adult,0,NA,0,NA,0,66874822-2012-12-05,1
80,60,66893321,2012,HA1,05/12/2012,M,Adult,0,NA,0,NA,1,66893321-2012-12-05,0
50,60,79623859,2012,HA1,20/12/2012,M,Adult,0,NA,0,NA,0,79623859-2012-12-20,1
0,10,67095127,2012,HA1,18/12/2012,M,Adult,0,NA,0,NA,0,67095127-2012-12-18,1
0,50,67279792,2012,HA1,18/12/2012,M,Adult,0,NA,0,NA,0,67279792-2012-12-18,1
0,100,79623028,2012,HA1,18/12/2012,M,Adult,0,NA,0,NA,1,79623028-2012-12-18,0
10,100,52826884,2012,HA1,18/12/2012,M,Adult,0,NA,0,NA,1,52826884-2012-12-18,0
10,90,79623797,2012,HA1,18/12/2012,M,Adult,0,NA,0,NA,1,79623797-2012-12-18,0
10,50,79614576,2012,HA1,18/12/2012,F,Adult,0,NA,0,NA,1,79614576-2012-12-18,0
20,10,79615341,2012,HA1,18/12/2012,M,Adult,0,NA,1,35.29411765,1,79615341-2012-12-18,0
20,50,67123336,2012,HA1,18/12/2012,M,Adult,1,222.2222222,0,NA,1,67123336-2012-12-18,1
30,60,79630010,2012,HA1,18/12/2012,F,Adult,0,NA,0,NA,1,79630010-2012-12-18,0
40,20,66828572,2012,HA1,18/12/2012,M,Adult,0,NA,0,NA,0,66828572-2012-12-18,0
100,20,79793093,2012,HA1,19/12/2012,M,Adult,1,58.82352941,1,92.43697479,0,79793093-2012-12-19,1
100,90,79783063,2012,HA1,19/12/2012,F,Adult,0,NA,0,NA,1,79783063-2012-12-19,0
50,50,79786569,2012,HA1,19/12/2012,M,Adult,0,NA,0,NA,0,79786569-2012-12-19,0
100,100,79627270,2012,HA1,20/12/2012,M,Adult,0,NA,0,NA,0,79627270-2012-12-20,1
80,10,79625618,2012,HA1,20/12/2012,F,Adult,0,NA,0,NA,1,79625618-2012-12-20,0
80,90,67083260,2012,HA1,20/12/2012,M,Adult,0,NA,0,NA,0,67083260-2012-12-20,0
30,0,79786360,2012,HA1,30/08/2012,F,Adult,0,NA,0,NA,0,79786360-2012-08-30,0
40,20,79786360,2012,HA1,12/09/2012,NA,NA,0,NA,0,NA,0,79786360-2012-09-12,0
20,10,79786360,2012,HA1,09/10/2012,F,Adult,0,NA,0,NA,0,79786360-2012-10-09,0
30,20,49811771,2012,HA1,05/07/2012,F,NA,NA,NA,0,NA,NA,49811771-2012-07-05,0
20,20,49811771,2012,HA1,19/07/2012,F,NA,0,NA,0,NA,0,49811771-2012-07-19,0
10,0,49811771,2012,HA1,01/08/2012,F,NA,0,NA,0,NA,1,49811771-2012-08-01,0
30,50,49811771,2012,HA1,15/08/2012,F,NA,0,NA,0,NA,1,49811771-2012-08-15,0
30,20,49811771,2012,HA1,30/08/2012,F,Adult,0,NA,1,31.91489362,0,49811771-2012-08-30,0
30,40,49811771,2012,HA1,12/09/2012,F,NA,0,NA,0,NA,0,49811771-2012-09-12,0
10,60,49811771,2012,HA1,27/09/2012,F,Adult,0,NA,0,NA,0,49811771-2012-09-27,0
30,40,49811771,2012,HA1,28/09/2012,F,NA,0,NA,1,2.43902439,0,49811771-2012-09-28,0
30,60,49827572,2012,HA1,08/06/2012,NA,NA,NA,NA,0,NA,NA,49827572-2012-06-08,0
70,90,79786569,2012,HA1,11/10/2012,M,NA,1,860,0,NA,0,79786569-2012-10-11,0
40,20,49829569,2012,HA1,19/06/2012,F,Adult,0,NA,0,NA,1,49829569-2012-06-19,0
70,50,79786569,2012,HA1,24/10/2012,M,NA,0,NA,0,NA,0,79786569-2012-10-24,0
70,60,79786569,2012,HA1,07/11/2012,M,NA,1,1983.333333,0,NA,0,79786569-2012-11-07,0
60,30,79786569,2012,HA1,08/11/2012,M,NA,NA,NA,0,NA,NA,79786569-2012-11-08,0
10,90,49847790,2012,HA1,07/06/2012,NA,NA,0,NA,0,NA,1,49847790-2012-06-07,0
0,100,49847790,2012,HA1,05/07/2012,NA,NA,NA,NA,0,NA,NA,49847790-2012-07-05,0
10,100,52826884,2012,HA1,20/12/2012,NA,NA,0,NA,0,NA,1,52826884-2012-12-20,0
90,90,79790568,2012,HA1,28/09/2012,NA,NA,0,NA,1,638.2022472,1,79790568-2012-09-28,0
70,70,52842550,2012,HA1,08/06/2012,NA,NA,NA,NA,0,NA,NA,52842550-2012-06-08,0
30,70,52842550,2012,HA1,21/06/2012,NA,NA,0,NA,0,NA,1,52842550-2012-06-21,0
70,60,52842550,2012,HA1,04/07/2012,NA,NA,0,NA,0,NA,0,52842550-2012-07-04,0
70,90,52842550,2012,HA1,01/08/2012,NA,NA,1,35.71428571,0,NA,1,52842550-2012-08-01,0
80,100,52842550,2012,HA1,02/08/2012,NA,NA,0,NA,0,NA,1,52842550-2012-08-02,0
70,60,52842550,2012,HA1,16/08/2012,NA,NA,0,NA,0,NA,0,52842550-2012-08-16,0
50,100,52842550,2012,HA1,29/08/2012,NA,NA,0,NA,0,NA,1,52842550-2012-08-29,0
0,10,66808052,2012,HA1,10/10/2012,M,NA,0,NA,0,NA,0,66808052-2012-10-10,0
20,20,66808052,2012,HA1,24/10/2012,M,NA,0,NA,0,NA,0,66808052-2012-10-24,0
10,20,66808052,2012,HA1,08/11/2012,M,NA,0,NA,0,NA,0,66808052-2012-11-08,0
20,20,66808052,2012,HA1,22/11/2012,M,NA,NA,NA,0,NA,NA,66808052-2012-11-22,0
80,0,66809616,2012,HA1,01/08/2012,NA,NA,0,NA,0,NA,0,66809616-2012-08-01,0
90,60,66810112,2012,HA1,25/09/2012,NA,NA,0,NA,0,NA,0,66810112-2012-09-25,0
80,60,66810112,2012,HA1,28/09/2012,M,NA,NA,NA,0,NA,NA,66810112-2012-09-28,0
0,100,66810301,2012,HA1,11/09/2012,M,NA,0,NA,0,NA,0,66810301-2012-09-11,0
70,10,66810776,2012,HA1,01/08/2012,NA,NA,0,NA,0,NA,1,66810776-2012-08-01,0
70,90,66810776,2012,HA1,29/08/2012,NA,NA,0,NA,0,NA,0,66810776-2012-08-29,0
100,90,66815612,2012,HA1,15/08/2012,F,Adult,1,5082.352941,0,NA,0,66815612-2012-08-15,0
10,80,66818332,2012,HA1,12/09/2012,NA,NA,0,NA,0,NA,0,66818332-2012-09-12,0
10,70,66818332,2012,HA1,25/09/2012,NA,NA,0,NA,1,9.302325581,0,66818332-2012-09-25,0
0,30,66821017,2012,HA1,10/10/2012,NA,NA,0,NA,0,NA,0,66821017-2012-10-10,0
0,20,79797793,2012,HA1,13/09/2012,F,Adult,0,NA,0,NA,0,79797793-2012-09-13,0
100,10,66828572,2012,HA1,25/09/2012,M,NA,NA,NA,0,NA,NA,66828572-2012-09-25,0
40,20,66828572,2012,HA1,24/10/2012,M,NA,0,NA,0,NA,0,66828572-2012-10-24,1
40,10,66828572,2012,HA1,21/11/2012,M,NA,0,NA,0,NA,0,66828572-2012-11-21,0
60,10,66828572,2012,HA1,22/11/2012,M,NA,0,NA,0,NA,0,66828572-2012-11-22,0
40,10,66828572,2012,HA1,05/12/2012,M,NA,NA,NA,0,NA,NA,66828572-2012-12-05,0
30,20,66828572,2012,HA1,19/12/2012,M,NA,0,NA,0,NA,0,66828572-2012-12-19,0
40,30,66828572,2012,HA1,20/12/2012,M,NA,NA,NA,0,NA,NA,66828572-2012-12-20,0
80,60,66843623,2012,HA1,16/08/2012,M,NA,0,NA,1,644.4444444,0,66843623-2012-08-16,0
100,90,66843623,2012,HA1,25/10/2012,M,NA,0,NA,0,NA,1,66843623-2012-10-25,1
100,100,66843623,2012,HA1,05/12/2012,M,NA,NA,NA,0,NA,NA,66843623-2012-12-05,0
50,100,66845816,2012,HA1,27/09/2012,F,NA,0,NA,0,NA,0,66845816-2012-09-27,1
50,90,66845816,2012,HA1,28/09/2012,F,NA,NA,NA,0,NA,NA,66845816-2012-09-28,1
60,90,66845816,2012,HA1,09/10/2012,F,Adult,0,NA,0,NA,0,66845816-2012-10-09,1
50,80,66845816,2012,HA1,24/10/2012,F,NA,1,9542.857143,0,NA,0,66845816-2012-10-24,1
40,90,66845816,2012,HA1,25/10/2012,F,NA,0,NA,1,300,0,66845816-2012-10-25,0
60,70,66845816,2012,HA1,21/11/2012,F,NA,0,NA,1,1516.129032,0,66845816-2012-11-21,0
60,90,66845816,2012,HA1,06/12/2012,F,NA,0,NA,0,NA,0,66845816-2012-12-06,0
50,70,66845816,2012,HA1,19/12/2012,F,NA,0,NA,0,NA,0,66845816-2012-12-19,0
40,70,NA,2012,HA1,11/09/2012,M,NA,NA,NA,0,NA,NA,NA-2012-09-11,0
0,100,66853619,2012,HA1,12/09/2012,NA,NA,0,NA,0,NA,0,66853619-2012-09-12,0
10,90,66853619,2012,HA1,27/09/2012,M,Adult,0,NA,0,NA,0,66853619-2012-09-27,1
0,80,66853619,2012,HA1,28/09/2012,NA,NA,0,NA,0,NA,0,66853619-2012-09-28,0
90,0,NA,2012,HA1,25/09/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-09-25,0
80,90,NA,2012,HA1,25/09/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-09-25,0
90,20,NA,2012,HA1,25/09/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-09-25,0
90,80,NA,2012,HA1,25/09/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-09-25,0
100,10,NA,2012,HA1,25/09/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-09-25,0
100,20,NA,2012,HA1,25/09/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-09-25,0
20,100,NA,2012,HA1,28/09/2012,F,NA,NA,NA,0,NA,NA,NA-2012-09-28,0
10,50,66855330,2012,HA1,06/06/2012,M,Adult,0,NA,0,NA,0,66855330-2012-06-06,0
10,30,66855330,2012,HA1,04/07/2012,NA,NA,0,NA,0,NA,0,66855330-2012-07-04,1
30,0,66855330,2012,HA1,05/07/2012,NA,NA,0,NA,0,NA,0,66855330-2012-07-05,1
100,20,66855330,2012,HA1,19/07/2012,M,Adult,0,NA,0,NA,0,66855330-2012-07-19,1
70,50,66855330,2012,HA1,31/07/2012,M,Adult,0,NA,0,NA,1,66855330-2012-07-31,1
100,20,66855330,2012,HA1,01/08/2012,NA,NA,0,NA,0,NA,1,66855330-2012-08-01,1
100,20,66855330,2012,HA1,02/08/2012,NA,NA,0,NA,0,NA,0,66855330-2012-08-02,1
100,80,66855330,2012,HA1,14/08/2012,M,Adult,0,NA,0,NA,0,66855330-2012-08-14,1
10,30,66855330,2012,HA1,15/08/2012,M,Adult,0,NA,0,NA,0,66855330-2012-08-15,1
100,10,NA,2012,HA1,09/10/2012,M,Adult,NA,NA,0,NA,NA,NA-2012-10-09,0
100,30,66855566,2012,HA1,08/06/2012,NA,NA,0,NA,1,1274.285714,0,66855566-2012-06-08,0
80,100,66855566,2012,HA1,15/08/2012,NA,NA,NA,NA,0,NA,NA,66855566-2012-08-15,0
0,50,66859820,2012,HA1,02/08/2012,NA,NA,0,NA,0,NA,1,66859820-2012-08-02,0
40,60,66859820,2012,HA1,30/08/2012,M,Adult,0,NA,0,NA,1,66859820-2012-08-30,0
40,60,66859820,2012,HA1,12/09/2012,NA,NA,0,NA,0,NA,0,66859820-2012-09-12,0
10,100,66859820,2012,HA1,13/09/2012,NA,NA,NA,NA,0,NA,NA,66859820-2012-09-13,0
0,100,NA,2012,HA1,04/12/2012,NA,NA,0,NA,0,NA,1,NA-2012-12-04,0
100,10,NA,2012,HA1,18/12/2012,NA,NA,NA,NA,0,NA,NA,NA-2012-12-18,0
30,70,66865371,2012,HA1,08/06/2012,NA,NA,0,NA,0,NA,1,66865371-2012-06-08,0
0,30,66865371,2012,HA1,20/06/2012,NA,NA,0,NA,0,NA,0,66865371-2012-06-20,0
0,10,66865371,2012,HA1,21/06/2012,NA,NA,0,NA,0,NA,0,66865371-2012-06-21,0
80,90,66866525,2012,HA1,08/06/2012,M,Adult,0,NA,1,9200,1,66866525-2012-06-08,0
60,20,66866543,2012,HA1,28/09/2012,NA,NA,0,NA,0,NA,0,66866543-2012-09-28,0
50,40,66866819,2012,HA1,25/10/2012,NA,NA,0,NA,0,NA,0,66866819-2012-10-25,0
80,40,66866819,2012,HA1,08/11/2012,NA,NA,0,NA,0,NA,0,66866819-2012-11-08,0
0,50,66867586,2012,HA1,28/09/2012,NA,NA,0,NA,0,NA,1,66867586-2012-09-28,0
10,60,66867586,2012,HA1,11/10/2012,NA,NA,NA,NA,0,NA,NA,66867586-2012-10-11,0
70,80,66867845,2012,HA1,10/10/2012,NA,NA,1,311.1111111,0,NA,0,66867845-2012-10-10,0
70,80,66867845,2012,HA1,25/10/2012,NA,NA,0,NA,0,NA,0,66867845-2012-10-25,0
70,90,66867845,2012,HA1,08/11/2012,NA,NA,0,NA,0,NA,0,66867845-2012-11-08,0
50,100,66867845,2012,HA1,21/11/2012,NA,NA,0,NA,0,NA,0,66867845-2012-11-21,0
80,70,66867845,2012,HA1,19/12/2012,NA,NA,0,NA,0,NA,0,66867845-2012-12-19,0
70,90,66867845,2012,HA1,20/12/2012,NA,NA,0,NA,0,NA,0,66867845-2012-12-20,0
60,90,66869343,2012,HA1,25/09/2012,NA,NA,0,NA,0,NA,0,66869343-2012-09-25,0
0,60,66872112,2012,HA1,10/10/2012,NA,NA,0,NA,0,NA,1,66872112-2012-10-10,0
0,50,66872112,2012,HA1,11/10/2012,NA,NA,NA,NA,0,NA,NA,66872112-2012-10-11,0
0,40,66872112,2012,HA1,24/10/2012,NA,NA,0,NA,0,NA,0,66872112-2012-10-24,0
10,70,66872112,2012,HA1,21/11/2012,NA,NA,0,NA,0,NA,0,66872112-2012-11-21,0
10,50,66872112,2012,HA1,05/12/2012,NA,NA,0,NA,0,NA,0,66872112-2012-12-05,0
20,50,66872112,2012,HA1,06/12/2012,NA,NA,0,NA,0,NA,1,66872112-2012-12-06,0
80,100,66874822,2012,HA1,19/12/2012,NA,NA,0,NA,0,NA,0,66874822-2012-12-19,1
30,0,66877366,2012,HA1,25/09/2012,M,NotAdult,0,NA,0,NA,0,66877366-2012-09-25,1
0,0,66877366,2012,HA1,27/09/2012,NA,NA,0,NA,0,NA,0,66877366-2012-09-27,0
0,70,66878317,2012,HA1,28/09/2012,NA,NA,0,NA,0,NA,0,66878317-2012-09-28,1
10,90,66878317,2012,HA1,10/10/2012,NA,NA,0,NA,0,NA,0,66878317-2012-10-10,0
10,70,66878317,2012,HA1,25/10/2012,NA,NA,0,NA,1,10080,0,66878317-2012-10-25,1
20,70,66878317,2012,HA1,08/11/2012,NA,NA,0,NA,0,NA,0,66878317-2012-11-08,0
90,70,66878865,2012,HA1,20/06/2012,NA,NA,0,NA,0,NA,0,66878865-2012-06-20,0
50,0,66878865,2012,HA1,04/07/2012,NA,NA,0,NA,0,NA,0,66878865-2012-07-04,0
100,30,66878865,2012,HA1,01/08/2012,NA,NA,0,NA,0,NA,0,66878865-2012-08-01,0
100,10,66878865,2012,HA1,02/08/2012,NA,NA,0,NA,0,NA,0,66878865-2012-08-02,0
90,30,66878865,2012,HA1,16/08/2012,NA,NA,0,NA,0,NA,0,66878865-2012-08-16,0
30,100,66879360,2012,HA1,25/09/2012,F,NotAdult,1,88,1,4,0,66879360-2012-09-25,0
40,100,66881074,2012,HA1,27/09/2012,NA,NA,0,NA,0,NA,0,66881074-2012-09-27,1
0,0,66882554,2012,HA1,07/06/2012,NA,NA,0,NA,1,3520,0,66882554-2012-06-07,0
70,100,66883112,2012,HA1,08/06/2012,NA,NA,0,NA,0,NA,1,66883112-2012-06-08,0
80,80,66883112,2012,HA1,08/06/2012,NA,NA,0,NA,0,NA,0,66883112-2012-06-08,0
30,0,66889018,2012,HA1,04/07/2012,NA,NA,0,NA,0,NA,0,66889018-2012-07-04,1
0,20,66889018,2012,HA1,05/07/2012,NA,NA,NA,NA,0,NA,NA,66889018-2012-07-05,1
0,10,66889018,2012,HA1,01/08/2012,NA,NA,0,NA,0,NA,0,66889018-2012-08-01,1
0,10,66889018,2012,HA1,02/08/2012,NA,NA,0,NA,0,NA,0,66889018-2012-08-02,1
10,30,66889018,2012,HA1,05/12/2012,F,Adult,NA,NA,0,NA,NA,66889018-2012-12-05,1
10,60,66890033,2012,HA1,07/06/2012,F,NA,0,NA,0,NA,1,66890033-2012-06-07,0
0,60,66890033,2012,HA1,08/06/2012,F,NA,0,NA,0,NA,1,66890033-2012-06-08,0
20,60,66890033,2012,HA1,20/06/2012,F,NA,0,NA,0,NA,1,66890033-2012-06-20,0
0,40,66890033,2012,HA1,04/07/2012,F,NA,0,NA,0,NA,0,66890033-2012-07-04,0
0,0,66890033,2012,HA1,18/07/2012,F,NA,0,NA,0,NA,0,66890033-2012-07-18,0
10,60,66890033,2012,HA1,31/07/2012,F,Adult,1,900,0,NA,0,66890033-2012-07-31,1
10,30,66890033,2012,HA1,01/08/2012,F,NA,1,340,0,NA,0,66890033-2012-08-01,0
10,70,66890033,2012,HA1,02/08/2012,F,NA,0,NA,0,NA,0,66890033-2012-08-02,1
0,40,66890033,2012,HA1,14/08/2012,F,Adult,NA,NA,0,NA,NA,66890033-2012-08-14,1
10,50,66890033,2012,HA1,15/08/2012,F,NA,0,NA,0,NA,0,66890033-2012-08-15,1
20,50,66890033,2012,HA1,28/08/2012,F,Adult,0,NA,0,NA,0,66890033-2012-08-28,1
10,80,66890033,2012,HA1,29/08/2012,F,Adult,NA,NA,0,NA,NA,66890033-2012-08-29,1
10,60,66890033,2012,HA1,30/08/2012,F,NA,0,NA,1,3.125,0,66890033-2012-08-30,0
100,10,66891022,2012,HA1,08/06/2012,NA,NA,1,414.2857143,1,1035.714286,1,66891022-2012-06-08,0
60,70,66893321,2012,HA1,27/09/2012,M,Adult,0,NA,0,NA,0,66893321-2012-09-27,0
70,70,66893321,2012,HA1,28/09/2012,NA,NA,0,NA,0,NA,0,66893321-2012-09-28,0
90,0,66893321,2012,HA1,20/12/2012,NA,NA,0,NA,0,NA,1,66893321-2012-12-20,0
0,30,66980033,2012,HA1,05/07/2012,NA,NA,0,NA,0,NA,1,66980033-2012-07-05,0
50,60,67001638,2012,HA1,07/06/2012,NA,NA,0,NA,0,NA,1,67001638-2012-06-07,0
20,0,67002542,2012,HA1,01/08/2012,NA,NA,0,NA,0,NA,0,67002542-2012-08-01,1
10,30,67002542,2012,HA1,29/08/2012,M,Adult,NA,NA,0,NA,NA,67002542-2012-08-29,1
0,10,67002542,2012,HA1,12/09/2012,M,NA,0,NA,0,NA,0,67002542-2012-09-12,1
0,60,67006795,2012,HA1,28/09/2012,NA,NA,0,NA,0,NA,0,67006795-2012-09-28,0
20,30,67006795,2012,HA1,10/10/2012,NA,NA,1,6600,0,NA,0,67006795-2012-10-10,0
20,50,67007859,2012,HA1,19/06/2012,NA,NA,NA,NA,0,NA,NA,67007859-2012-06-19,0
20,40,67007859,2012,HA1,20/06/2012,NA,NA,1,675.4098361,0,NA,0,67007859-2012-06-20,1
0,20,67007859,2012,HA1,17/07/2012,F,Adult,0,NA,0,NA,0,67007859-2012-07-17,1
10,30,67007859,2012,HA1,31/07/2012,NA,NA,0,NA,0,NA,0,67007859-2012-07-31,0
0,20,67010260,2012,HA1,28/09/2012,NA,NA,0,NA,0,NA,0,67010260-2012-09-28,0
40,10,67069635,2012,HA1,24/10/2012,F,NA,NA,NA,0,NA,NA,67069635-2012-10-24,0
30,0,67069635,2012,HA1,25/10/2012,NA,NA,0,NA,0,NA,0,67069635-2012-10-25,0
10,90,67070550,2012,HA1,01/08/2012,NA,NA,0,NA,0,NA,0,67070550-2012-08-01,1
50,40,67070550,2012,HA1,02/08/2012,NA,NA,0,NA,0,NA,0,67070550-2012-08-02,1
10,90,67070550,2012,HA1,15/08/2012,NA,NA,1,35.71428571,1,28.57142857,0,67070550-2012-08-15,1
20,70,67070550,2012,HA1,16/08/2012,NA,NA,0,NA,0,NA,0,67070550-2012-08-16,1
20,100,67070550,2012,HA1,29/08/2012,NA,NA,0,NA,0,NA,0,67070550-2012-08-29,0
60,80,67071772,2012,HA1,13/09/2012,M,Adult,0,NA,0,NA,0,67071772-2012-09-13,1
10,70,67074851,2012,HA1,15/08/2012,M,NA,0,NA,1,272.7272727,1,67074851-2012-08-15,1
10,60,67074851,2012,HA1,16/08/2012,M,NA,0,NA,1,10.34482759,1,67074851-2012-08-16,1
20,80,67074851,2012,HA1,29/08/2012,M,Adult,0,NA,0,NA,0,67074851-2012-08-29,1
0,80,67074851,2012,HA1,30/08/2012,M,NA,0,NA,0,NA,0,67074851-2012-08-30,1
20,70,67074851,2012,HA1,11/09/2012,M,NA,0,NA,1,8000,0,67074851-2012-09-11,1
0,70,67074851,2012,HA1,13/09/2012,M,NA,1,10.41666667,1,91.66666667,0,67074851-2012-09-13,0
20,40,67075638,2012,HA1,25/10/2012,NA,NA,NA,NA,0,NA,NA,67075638-2012-10-25,0
50,40,67078537,2012,HA1,05/12/2012,M,Adult,0,NA,0,NA,1,67078537-2012-12-05,0
10,20,67078537,2012,HA1,18/12/2012,M,Adult,0,NA,0,NA,1,67078537-2012-12-18,0
20,70,67078537,2012,HA1,19/12/2012,NA,NA,0,NA,0,NA,1,67078537-2012-12-19,0
40,20,67078537,2012,HA1,20/12/2012,NA,NA,0,NA,0,NA,1,67078537-2012-12-20,0
90,60,67078627,2012,HA1,27/09/2012,F,Adult,0,NA,0,NA,0,67078627-2012-09-27,1
80,50,67078627,2012,HA1,10/10/2012,NA,NA,NA,NA,0,NA,NA,67078627-2012-10-10,0
80,20,67079854,2012,HA1,27/09/2012,NA,NA,0,NA,0,NA,0,67079854-2012-09-27,1
70,0,67079854,2012,HA1,28/09/2012,NA,NA,0,NA,0,NA,0,67079854-2012-09-28,1
40,40,67079854,2012,HA1,10/10/2012,NA,NA,0,NA,0,NA,0,67079854-2012-10-10,1
60,20,67079854,2012,HA1,11/10/2012,NA,NA,0,NA,0,NA,0,67079854-2012-10-11,1
40,100,67080373,2012,HA1,30/08/2012,M,Adult,0,NA,0,NA,1,67080373-2012-08-30,1
70,90,67080373,2012,HA1,27/09/2012,NA,NA,0,NA,0,NA,0,67080373-2012-09-27,1
50,60,67080373,2012,HA1,28/09/2012,NA,NA,1,369.047619,0,NA,1,67080373-2012-09-28,1
50,60,67080373,2012,HA1,25/10/2012,NA,NA,0,NA,1,1226.086957,0,67080373-2012-10-25,1
0,20,67083005,2012,HA1,27/09/2012,NA,NA,1,135.7142857,0,NA,0,67083005-2012-09-27,0
100,90,67086558,2012,HA1,24/10/2012,F,Adult,0,NA,0,NA,0,67086558-2012-10-24,1
80,90,67088045,2012,HA1,01/08/2012,NA,NA,0,NA,0,NA,0,67088045-2012-08-01,0
100,100,67088327,2012,HA1,08/11/2012,F,Adult,0,NA,0,NA,0,67088327-2012-11-08,0
50,30,67088367,2012,HA1,25/10/2012,NA,NA,0,NA,0,NA,0,67088367-2012-10-25,0
20,60,67088839,2012,HA1,24/10/2012,NA,NA,0,NA,1,11377.77778,0,67088839-2012-10-24,0
40,80,67089554,2012,HA1,27/09/2012,NA,NA,0,NA,1,370.3703704,0,67089554-2012-09-27,0
30,80,67089554,2012,HA1,28/09/2012,NA,NA,NA,NA,0,NA,NA,67089554-2012-09-28,0
30,100,67089554,2012,HA1,10/10/2012,NA,NA,NA,NA,0,NA,NA,67089554-2012-10-10,0
20,20,67091302,2012,HA1,01/08/2012,NA,NA,0,NA,0,NA,0,67091302-2012-08-01,0
30,10,67091302,2012,HA1,02/08/2012,NA,NA,0,NA,0,NA,0,67091302-2012-08-02,0
30,20,67091302,2012,HA1,30/08/2012,NA,NA,0,NA,0,NA,0,67091302-2012-08-30,0
10,20,67091302,2012,HA1,12/09/2012,NA,NA,0,NA,0,NA,0,67091302-2012-09-12,0
20,30,67091302,2012,HA1,27/09/2012,NA,NA,0,NA,0,NA,0,67091302-2012-09-27,0
0,30,67091302,2012,HA1,28/09/2012,NA,NA,0,NA,0,NA,0,67091302-2012-09-28,0
20,10,67091307,2012,HA1,29/08/2012,NA,NA,1,11.11111111,1,11.11111111,0,67091307-2012-08-29,0
10,80,67094099,2012,HA1,18/07/2012,NA,NA,1,586.6666667,1,40,0,67094099-2012-07-18,0
90,70,67094099,2012,HA1,19/07/2012,NA,NA,1,13.33333333,0,NA,0,67094099-2012-07-19,0
80,60,67094099,2012,HA1,15/08/2012,NA,NA,NA,NA,0,NA,NA,67094099-2012-08-15,0
30,100,67094344,2012,HA1,05/12/2012,M,Adult,NA,NA,0,NA,NA,67094344-2012-12-05,1
10,0,67095127,2012,HA1,07/11/2012,NA,NA,0,NA,0,NA,0,67095127-2012-11-07,1
10,0,67095127,2012,HA1,19/12/2012,NA,NA,1,67.56756757,1,208.1081081,0,67095127-2012-12-19,1
10,0,67095127,2012,HA1,20/12/2012,NA,NA,1,5.063291139,1,7.594936709,0,67095127-2012-12-20,1
10,90,67095515,2012,HA1,05/07/2012,NA,NA,0,NA,0,NA,0,67095515-2012-07-05,1
80,0,67120021,2012,HA1,08/11/2012,NA,NA,0,NA,0,NA,0,67120021-2012-11-08,0
20,50,67123336,2012,HA1,20/12/2012,NA,NA,1,13.95348837,0,NA,0,67123336-2012-12-20,1
70,10,67125021,2012,HA1,21/06/2012,M,NA,NA,NA,0,NA,NA,67125021-2012-06-21,0
30,100,67125021,2012,HA1,04/07/2012,M,NA,0,NA,0,NA,0,67125021-2012-07-04,0
80,70,67125021,2012,HA1,05/07/2012,M,NA,0,NA,0,NA,0,67125021-2012-07-05,0
20,50,67125021,2012,HA1,01/08/2012,M,NA,0,NA,0,NA,0,67125021-2012-08-01,0
80,0,67125021,2012,HA1,16/08/2012,M,NA,0,NA,0,NA,0,67125021-2012-08-16,0
50,40,67125021,2012,HA1,28/08/2012,M,Adult,0,NA,1,33.33333333,0,67125021-2012-08-28,0
50,30,67125021,2012,HA1,30/08/2012,M,Adult,0,NA,0,NA,1,67125021-2012-08-30,0
50,20,67125021,2012,HA1,11/09/2012,M,Adult,0,NA,0,NA,1,67125021-2012-09-11,0
30,40,67125021,2012,HA1,25/09/2012,M,Adult,NA,NA,0,NA,NA,67125021-2012-09-25,0
0,20,67125021,2012,HA1,27/09/2012,M,NA,0,NA,0,NA,0,67125021-2012-09-27,0
30,50,67125021,2012,HA1,28/09/2012,M,NA,0,NA,0,NA,0,67125021-2012-09-28,0
10,30,67125021,2012,HA1,09/10/2012,M,Adult,0,NA,1,56160,0,67125021-2012-10-09,0
